eval_time,anc_time,anc_state,eval_state,proportion,hpdl,hpdu
2022-07-09,2022-06-25,San Diego,Los Angeles,0.13514669926234743,0.06666666666666667,0.21348314606741572
2022-07-09,2022-06-25,Baja California,Los Angeles,0.03625810173032178,0.0,0.07462686567164178
2022-07-09,2022-06-25,Rest of World,San Diego,0.09070981448716098,0.0,0.18518518518518517
2022-07-09,2022-06-25,United States,San Diego,0.1136250080025942,0.0,0.22727272727272727
2022-07-09,2022-06-25,Mexico,San Diego,0.09129889730809176,0.0,0.18518518518518517
2022-07-09,2022-06-25,Los Angeles,San Diego,0.16594249942222786,0.02857142857142857,0.32075471698113206
2022-07-09,2022-06-25,San Diego,San Diego,0.43702431313414125,0.25,0.6285714285714286
2022-07-09,2022-06-25,Baja California,San Diego,0.10139946764578406,0.0,0.20833333333333334
2022-07-09,2022-06-25,Rest of World,Baja California,0.02029423365688589,0.0,0.16666666666666666
2022-07-09,2022-06-25,United States,Baja California,0.03722468330046138,0.0,0.25
2022-07-09,2022-06-25,Mexico,Baja California,0.11133537001263658,0.0,0.5
2022-07-09,2022-06-25,Los Angeles,Baja California,0.1933350892078903,0.0,0.5
2022-07-09,2022-06-25,San Diego,Baja California,0.15260950615314622,0.0,0.5
2022-07-09,2022-06-25,Baja California,Baja California,0.48520111766897966,0.0,1.0
2022-06-25,2022-06-11,Rest of World,Rest of World,0.429642010251993,0.0,1.0
2022-06-25,2022-06-11,United States,Rest of World,0.24699541165167613,0.0,1.0
2022-06-25,2022-06-11,Mexico,Rest of World,0.1221222363446087,0.0,0.5
2022-06-25,2022-06-11,Los Angeles,Rest of World,0.061243694277561087,0.0,0.36363636363636365
2022-06-25,2022-06-11,San Diego,Rest of World,0.11667232424590644,0.0,0.5
2022-06-25,2022-06-11,Baja California,Rest of World,0.02332432322825465,0.0,0.16666666666666666
2022-06-25,2022-06-11,Rest of World,United States,0.027293045503908674,0.0,0.08108108108108109
2022-06-25,2022-06-11,United States,United States,0.6886819625348474,0.5277777777777778,0.8387096774193549
2022-06-25,2022-06-11,Mexico,United States,0.03885733857297933,0.0,0.1
2022-06-25,2022-06-11,Los Angeles,United States,0.09988644197949925,0.0,0.20833333333333334
2022-06-25,2022-06-11,San Diego,United States,0.11855684962046972,0.022727272727272728,0.24324324324324326
2022-06-25,2022-06-11,Baja California,United States,0.026724361788295688,0.0,0.08108108108108109
2022-06-25,2022-06-11,Rest of World,Mexico,0.03621357400481687,0.0,0.2
2022-06-25,2022-06-11,United States,Mexico,0.03771976534367664,0.0,0.2
2022-06-25,2022-06-11,Mexico,Mexico,0.6440901792235396,0.2,1.0
2022-06-25,2022-06-11,Los Angeles,Mexico,0.06414917563938062,0.0,0.25
2022-06-25,2022-06-11,San Diego,Mexico,0.12841919948506156,0.0,0.3333333333333333
2022-06-25,2022-06-11,Baja California,Mexico,0.0894081063035248,0.0,0.2857142857142857
2022-06-25,2022-06-11,Rest of World,Los Angeles,0.028605340663405636,0.0,0.0625
2022-06-25,2022-06-11,United States,Los Angeles,0.11270002636344433,0.03529411764705882,0.18421052631578946
2022-06-25,2022-06-11,Mexico,Los Angeles,0.07491320455934698,0.010526315789473684,0.14606741573033707
2022-06-25,2022-06-11,Los Angeles,Los Angeles,0.6076592630771879,0.5,0.7049180327868853
2022-06-25,2022-06-11,San Diego,Los Angeles,0.1305401005573514,0.05128205128205128,0.20512820512820512
2022-06-25,2022-06-11,Baja California,Los Angeles,0.04558206477926384,0.0,0.09090909090909091
2022-06-25,2022-06-11,Rest of World,San Diego,0.08221358605321906,0.0,0.17857142857142858
2022-06-25,2022-06-11,United States,San Diego,0.11372291007969622,0.0,0.23255813953488372
2022-06-25,2022-06-11,Mexico,San Diego,0.12695009588248593,0.0,0.25
2022-06-25,2022-06-11,Los Angeles,San Diego,0.15246916046334508,0.0,0.2857142857142857
2022-06-25,2022-06-11,San Diego,San Diego,0.42250593789617996,0.23076923076923078,0.625
2022-06-25,2022-06-11,Baja California,San Diego,0.10213830962507374,0.0,0.2222222222222222
2022-06-25,2022-06-11,Rest of World,Baja California,0.025997001275610904,0.0,0.2
2022-06-25,2022-06-11,United States,Baja California,0.08540143111415277,0.0,0.5
2022-06-25,2022-06-11,Mexico,Baja California,0.4007686255358926,0.0,1.0
2022-06-25,2022-06-11,Los Angeles,Baja California,0.07127956536692816,0.0,0.42857142857142855
2022-06-25,2022-06-11,San Diego,Baja California,0.15626600414939845,0.0,0.6666666666666666
2022-06-25,2022-06-11,Baja California,Baja California,0.2602873725580171,0.0,0.75
2022-06-11,2022-05-28,Rest of World,Rest of World,0.502090417507389,0.0,1.0
2022-06-11,2022-05-28,United States,Rest of World,0.15996948877343903,0.0,0.5
2022-06-11,2022-05-28,Mexico,Rest of World,0.19565582450549532,0.0,0.6666666666666666
2022-06-11,2022-05-28,Los Angeles,Rest of World,0.03416001924597389,0.0,0.25
2022-06-11,2022-05-28,San Diego,Rest of World,0.08760376622483428,0.0,0.5
