date_range_start,Riverside County,Los Angeles County,Orange County,San Bernardino County,Imperial County,Santa Clara County,Ventura County,Sacramento County,Alameda County,Kern County,Contra Costa County,Fresno County,Placer County,San Mateo County,San Francisco County,Santa Barbara County,San Joaquin County,San Luis Obispo County,Solano County,Stanislaus County,Tulare County,Sonoma County,El Dorado County,Yolo County,Monterey County,Santa Cruz County,Butte County,Marin County,Kings County,Merced County,Shasta County,Nevada County,Madera County,Napa County,Humboldt County,Mono County,San Benito County,Sutter County,Yuba County,Tuolumne County,Mendocino County,Tehama County,Calaveras County,Inyo County,Amador County,Lake County,Siskiyou County,Glenn County,Lassen County,Plumas County,Mariposa County,Del Norte County,Colusa County,Trinity County,Modoc County,Sierra County,Alpine County
2021-02-22,96104.8,45208.28,43381.406,22642.201,7293.6675,3259.3145,5446.031,2902.935,2397.776,4882.052,2470.4358,1826.8768,2031.0165,906.51843,986.09827,1633.1172,1546.6173,557.059,304.47946,1121.0381,854.6185,588.199,629.71893,207.59964,871.9185,287.1795,314.85947,667.7789,525.91907,221.43962,359.8394,335.61942,58.819897,245.65958,41.519928,394.43933,110.71981,262.95953,83.039856,93.41984,238.7396,13.839976,58.819897,13.839976,124.559784,0.0,0.0,27.679953,169.5397,0.0,0.0,0.0,27.679953,0.0,27.679953,0.0,0.0
2021-03-01,90317.914,39167.254,37911.914,21354.738,7241.7983,2230.9355,4003.7947,2626.0698,1989.6587,3171.565,1779.8529,2122.5356,1129.4547,779.7784,730.82367,1227.3641,1402.2024,531.5081,384.64404,839.2234,562.979,353.17316,517.52106,356.66992,559.48224,318.20554,535.0049,377.6505,269.25082,153.85762,489.54697,27.974112,255.26378,279.74112,83.92233,73.432045,83.92233,97.90939,55.948223,185.32849,55.948223,111.89645,55.948223,13.987056,27.974112,69.93528,69.93528,55.948223,0.0,27.974112,13.987056,0.0,13.987056,0.0,0.0,0.0,0.0
2021-03-08,85278.15,39205.016,31545.697,19314.963,6245.4033,2655.6702,4311.3433,3267.39,1329.6665,3333.324,2205.1218,1945.0494,1150.1799,271.0615,523.80804,1326.0035,1512.8162,721.6097,553.112,802.1955,571.42694,553.112,421.24423,380.9513,604.39386,175.82367,432.23322,318.68042,487.1781,413.91824,135.53075,102.56381,212.45361,234.43156,43.955917,131.86775,234.43156,490.8411,208.79062,58.60789,106.22681,14.651973,102.56381,175.82367,175.82367,150.18272,29.303946,73.259865,29.303946,0.0,73.259865,80.58585,14.651973,0.0,0.0,0.0,0.0
2021-03-15,90843.516,47211.45,41297.277,22952.541,6760.3755,2591.117,4524.4175,5061.7886,2408.905,4595.449,2526.262,2075.3643,1050.0355,818.41003,747.3782,2513.9084,2875.2441,1550.3466,531.1944,1053.1238,1219.8942,1037.6821,525.01776,932.6786,463.25095,583.6962,2016.6858,132.7986,494.13434,373.6891,271.7739,367.51242,290.30392,203.83041,24.706717,160.59366,234.71382,151.32864,172.94702,67.943474,74.120155,12.353358,111.18023,89.56185,392.21915,74.120155,61.766792,12.353358,12.353358,126.621925,61.766792,111.18023,49.413433,0.0,0.0,0.0,0.0
2021-03-22,104466.82,63430.37,48647.477,36719.1,7753.288,3766.8547,5684.3013,4870.933,4224.568,5375.0356,4332.811,4001.8967,3281.3079,1169.0239,1877.2421,3720.4648,2130.8398,3197.8062,903.0555,2477.2173,1094.8002,1623.6443,1567.9764,1914.354,745.3301,865.9436,411.3232,173.18872,782.4419,522.6588,287.617,207.20795,371.11868,541.2148,148.44748,136.07686,219.57857,197.92998,179.37404,74.22374,361.84073,74.22374,179.37404,272.15372,98.96499,37.11187,12.370624,64.94577,12.370624,40.204525,37.11187,12.370624,37.11187,12.370624,0.0,0.0,0.0
2021-03-29,112244.66,72965.055,48965.75,29769.834,8507.347,5435.4126,7631.331,10391.662,4756.3535,9853.707,6793.531,7237.418,7390.28,2583.9524,2386.9958,1907.8328,2672.1418,1646.204,2072.4531,1505.1007,2572.1936,1084.7308,3365.8992,808.40375,908.3518,896.5932,282.2064,746.6711,1496.2819,676.1195,194.01689,543.83527,561.47314,714.33496,317.48218,132.28424,564.4128,238.11165,246.93059,249.87024,261.62885,47.034397,129.34459,176.379,58.793,11.758599,141.1032,11.758599,0.0,0.0,47.034397,0.0,11.758599,23.517199,0.0,0.0,0.0
2021-04-05,102368.555,74786.15,56865.336,24366.947,10951.437,8943.674,9743.736,4596.5615,8606.004,3051.192,9336.1,3090.7388,1511.9067,3215.4636,1636.6313,1423.6868,2786.5322,1633.5894,3808.6665,2080.773,1195.5319,1228.9946,803.10535,833.526,845.6943,559.7401,657.08624,1849.576,511.06705,970.419,778.76886,404.59476,209.90254,401.55267,441.09955,66.925446,48.673054,316.37485,520.19324,152.10329,152.10329,112.556435,60.841316,255.53352,0.0,63.88338,146.01917,48.673054,36.50479,112.556435,48.673054,176.43982,0.0,36.50479,0.0,0.0,0.0
2021-04-12,96477.12,50506.08,46089.562,24899.031,6297.275,6359.655,5807.591,3340.4563,2392.2783,4254.325,2208.2568,2145.8767,1216.4126,1054.2242,701.77655,1537.6704,1175.8656,1316.2208,848.3699,1091.6523,1347.4109,863.9649,389.87585,177.78339,723.60956,339.97174,792.2277,243.28253,723.60956,346.20975,626.92035,436.66095,374.28082,237.04453,180.90239,283.82962,87.33219,261.99658,143.47432,143.47432,174.66438,0.0,74.85616,143.47432,171.54538,99.80822,24.952055,49.90411,12.4760275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,92496.54,49404.934,39701.35,24044.303,7415.0015,3911.1055,4813.911,4712.898,1906.6245,3121.9397,2522.1738,3235.5796,1635.1515,887.02234,965.9389,1010.1322,1328.9552,1363.6785,1013.2888,1341.5818,1101.6754,609.23596,438.77615,315.6663,508.22275,271.47302,451.4028,353.54626,482.96945,1006.9755,176.77313,325.1363,492.43942,321.97964,138.89317,202.02643,296.72632,271.47302,227.27974,167.30315,315.6663,41.03662,145.2065,97.85655,50.506607,50.506607,0.0,50.506607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,96619.18,48315.773,42083.074,24448.498,7515.7183,3697.5725,4479.7515,3784.138,2222.8718,3502.8008,2179.589,2423.827,1604.5486,704.8884,976.9506,1174.8141,757.44586,1072.7908,927.48474,967.6758,1054.241,735.80457,593.5903,139.12271,414.27652,324.61966,411.1849,364.81067,451.37592,343.16937,250.42088,284.42865,565.7657,386.452,61.832317,309.1616,102.02332,284.42865,200.95503,12.366464,197.86342,0.0,117.48141,111.29817,37.099392,12.366464,12.366464,207.13826,37.099392,114.389786,0.0,0.0,0.0,12.366464,0.0,0.0,0.0
2021-05-03,97472.73,51002.695,39668.11,25389.938,7499.7065,2955.3184,4799.4604,3098.9795,2867.3623,4858.0977,1688.7533,2480.3564,1190.3365,882.49084,882.49084,1586.1381,932.3325,1163.9497,1228.4507,853.17224,914.7414,603.96387,472.03,301.98193,345.95987,205.23044,263.8677,310.77753,474.96185,193.50298,225.75348,158.32062,304.9138,134.8657,82.09217,363.55106,11.727453,214.02603,120.2064,11.727453,23.454906,237.48093,93.819626,79.16031,20.523043,26.38677,35.18236,46.909813,23.454906,46.909813,58.637268,11.727453,23.454906,0.0,0.0,0.0,35.18236
2021-05-10,88876.86,55322.523,38984.934,23669.969,7237.748,3403.6646,5311.5483,4353.028,2878.615,3986.7139,3299.8757,2710.7212,1523.2544,1477.4652,827.2584,1706.4113,2084.9353,1034.8362,1159.9933,1144.7302,699.04865,598.3124,409.0503,338.84015,717.3643,305.2614,280.84048,354.10324,583.04926,122.10456,387.68198,262.5248,378.52414,149.5781,283.8931,225.89343,195.3673,216.7356,97.68365,283.8931,112.94672,24.420912,146.52547,54.947052,73.26273,213.68298,0.0,12.210456,24.420912,61.05228,0.0,36.631367,0.0,36.631367,0.0,0.0,48.841824
2021-05-17,86716.7,51530.094,36575.934,23798.771,7542.478,3804.6643,6196.749,4551.646,4647.5615,3880.2344,2778.6548,3066.4026,1717.7667,1287.5984,967.8787,1706.1405,1804.963,1110.2993,1366.0751,1273.0657,784.76654,587.12164,776.0469,409.8225,677.2244,470.8599,351.69165,741.1684,389.4767,360.4113,270.30847,212.17761,296.46735,183.11218,84.289734,311.00006,395.2898,273.215,69.75703,151.14021,34.878513,116.2617,107.542076,11.62617,87.19628,34.878513,159.85985,11.62617,0.0,95.91591,11.62617,34.878513,0.0,34.878513,0.0,46.50468,0.0
2021-05-24,97607.375,74287.1,47756.383,27745.256,8211.17,6736.1753,6966.4717,6950.022,5518.893,5239.2476,4164.53,3394.133,2023.3201,2393.4395,1362.5881,2072.6692,3026.7551,1535.3105,2714.2097,1990.4205,1590.1431,1296.7892,817.0046,1143.258,614.12427,430.4353,901.995,276.90424,690.8898,375.60278,359.153,180.94733,422.21042,452.36832,356.41138,230.29659,559.29175,441.4018,397.53577,230.29659,169.98082,164.49756,175.46407,32.899513,21.933008,16.449757,389.3109,131.59805,0.0,10.966504,32.899513,134.33968,0.0,21.933008,0.0,10.966504,0.0
2021-05-31,92301.96,56327.27,41289.35,25421.107,8165.371,3937.9863,5595.9434,6126.057,4024.5354,5320.068,3713.4995,2344.941,1831.0554,1822.9414,1319.8745,1668.7758,2856.1218,960.1546,1084.569,1679.5945,1187.3462,1176.5275,754.6004,673.4606,762.71436,365.1292,443.5644,551.75085,689.68854,673.4606,357.01523,275.87543,408.4038,200.14491,227.19151,281.28473,273.17075,348.90125,183.91695,67.61652,216.37288,189.32626,119.00508,110.8911,64.911865,32.455933,10.818644,35.16059,0.0,0.0,75.73051,64.911865,29.75127,0.0,0.0,10.818644,0.0
2021-06-07,101114.34,56483.117,43034.754,28029.068,8228.384,6626.323,5415.6914,6293.6094,5292.671,5289.875,6984.2007,3534.039,3394.2434,2586.2234,1543.3462,2298.244,2566.6519,1822.9379,1627.2238,1526.5707,3019.5903,1487.4279,1104.3872,654.24457,760.48944,522.8365,517.2446,528.42834,712.95886,710.1629,612.30585,273.99988,254.42845,229.2652,150.97952,254.42845,313.1427,167.75502,511.65283,123.02035,167.75502,248.83662,178.93869,106.24485,95.06118,100.653015,89.469345,55.918343,0.0,178.93869,0.0,100.653015,0.0,44.734673,0.0,0.0,0.0
2021-06-14,106707.625,58192.05,43307.67,28477.654,10201.072,6278.838,4454.985,8861.044,4792.031,5906.4565,5914.611,4199.4824,3367.7402,2886.6345,1696.1016,2563.1792,3066.0298,2788.7825,1187.8147,1951.6041,1793.9536,1185.0967,964.9296,1655.33,1027.4462,796.4067,1125.2982,1149.7612,565.3672,695.83655,630.60187,448.4884,549.05853,209.29459,456.64273,394.1262,198.42215,233.7576,119.59691,296.27417,54.362232,130.46936,220.16704,119.59691,271.81116,76.107124,258.2206,176.67725,43.489784,198.42215,21.744892,0.0,0.0,10.872446,0.0,0.0,0.0
2021-06-21,105753.664,64447.258,44815.816,31260.45,11329.29,6863.5117,6909.8315,6710.9287,4329.5435,5868.9976,6084.2485,5340.4062,3855.4463,3302.3328,1640.2676,2999.8914,3482.1628,3138.851,1493.134,1702.9357,2563.94,1321.478,1144.3728,1242.4618,907.3241,969.9921,1346.0004,760.1905,1021.7614,525.8665,621.2309,261.57092,738.3929,768.36456,452.2997,207.07698,160.75713,196.17819,174.38062,108.987885,54.493942,155.30772,163.48183,122.61137,179.83,10.898788,196.17819,65.39273,117.16197,73.56682,0.0,0.0,10.898788,0.0,0.0,0.0,0.0
2021-06-28,103376.46,65962.516,47710.74,27509.29,9869.012,8684.401,8237.431,7431.2373,5720.1333,7118.632,5558.346,4678.1147,3422.2083,3320.7485,2147.1064,2451.4856,3254.9368,3364.6228,2594.0776,3049.2751,1850.954,1121.541,937.81665,2155.333,1154.4468,830.8726,803.4511,940.55884,2053.8733,488.1034,446.9711,285.18402,726.6708,189.20862,213.88802,213.88802,186.46648,255.02032,274.2154,233.08308,76.78031,43.874462,205.66154,76.78031,54.84308,131.62338,43.874462,27.42154,200.17725,32.905846,10.968616,10.968616,148.07631,21.937231,0.0,0.0,0.0
2021-07-05,109601.03,68052.59,49761.22,33796.082,11336.745,9361.181,8368.044,8054.8447,5265.4966,8052.168,6694.9707,6116.7563,3886.8843,3509.4387,1533.8737,2832.1787,3983.2532,2007.6881,2628.733,2435.9949,2253.9646,998.49023,1084.1516,1252.7974,1124.3053,618.3679,800.3983,1359.874,744.18304,527.3527,412.2453,425.62988,679.937,741.50616,182.03038,139.1997,396.18378,575.53723,439.01447,168.6458,112.430534,133.84587,152.58429,53.53835,198.09189,88.33828,82.98444,10.70767,42.83068,133.84587,10.70767,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-12,106088.47,63767.07,46080.355,31132.008,10717.533,6144.7544,6950.624,9235.6875,5399.8555,6780.9673,5322.9795,6693.488,4535.6665,3027.3123,1457.9874,1977.5612,3401.0872,1500.4016,2335.431,2619.0757,1974.9103,1261.8219,1852.9695,1245.9165,1041.7983,477.15955,1078.9108,668.0233,866.83984,742.24817,702.48486,188.21292,318.10635,251.8342,278.34305,349.917,911.9049,564.6388,447.9998,140.49698,198.81647,212.0709,159.05318,71.57393,119.28989,63.62127,55.668613,79.52659,10.603545,31.810635,31.810635,21.20709,148.44963,0.0,0.0,0.0,0.0
2021-07-19,107174.97,68964.445,49655.234,34554.973,11080.974,7744.99,6775.892,11938.353,6219.895,6848.6396,8947.919,6926.583,6817.462,3930.953,2543.5576,2049.9153,3665.9448,1535.4878,2761.7996,2616.305,3008.6208,2353.895,2426.6423,2322.7175,1140.5739,940.5188,1221.1155,1522.4972,1309.4515,1215.9193,535.21234,384.52148,555.9973,594.96906,293.58734,127.30779,353.3441,426.09137,426.09137,135.10214,135.10214,20.784945,457.2688,62.354836,31.177418,96.13037,116.91531,23.383064,0.0,124.70967,51.962364,0.0,51.962364,0.0,0.0,0.0,0.0
