# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Jun 02 17:20:30 GMT 2021 [seed=1123581]
# -beagle_GPU -beagle_order 4 -seed 1123581 -save_every 10000000 -save_stem 2021-06-02_discrete_only.xml_run1 2021-06-02_discrete_only.xml
state	Location.rates.Arizona.California	Location.rates.Arizona.New Mexico	Location.rates.Arizona.Texas	Location.rates.Arizona.Baja California	Location.rates.Arizona.San Diego	Location.rates.Arizona.United States	Location.rates.Arizona.Mexico	Location.rates.Arizona.Rest of World	Location.rates.California.New Mexico	Location.rates.California.Texas	Location.rates.California.Baja California	Location.rates.California.San Diego	Location.rates.California.United States	Location.rates.California.Mexico	Location.rates.California.Rest of World	Location.rates.New Mexico.Texas	Location.rates.New Mexico.Baja California	Location.rates.New Mexico.San Diego	Location.rates.New Mexico.United States	Location.rates.New Mexico.Mexico	Location.rates.New Mexico.Rest of World	Location.rates.Texas.Baja California	Location.rates.Texas.San Diego	Location.rates.Texas.United States	Location.rates.Texas.Mexico	Location.rates.Texas.Rest of World	Location.rates.Baja California.San Diego	Location.rates.Baja California.United States	Location.rates.Baja California.Mexico	Location.rates.Baja California.Rest of World	Location.rates.San Diego.United States	Location.rates.San Diego.Mexico	Location.rates.San Diego.Rest of World	Location.rates.United States.Mexico	Location.rates.United States.Rest of World	Location.rates.Mexico.Rest of World	Location.indicators.Arizona.California	Location.indicators.Arizona.New Mexico	Location.indicators.Arizona.Texas	Location.indicators.Arizona.Baja California	Location.indicators.Arizona.San Diego	Location.indicators.Arizona.United States	Location.indicators.Arizona.Mexico	Location.indicators.Arizona.Rest of World	Location.indicators.California.New Mexico	Location.indicators.California.Texas	Location.indicators.California.Baja California	Location.indicators.California.San Diego	Location.indicators.California.United States	Location.indicators.California.Mexico	Location.indicators.California.Rest of World	Location.indicators.New Mexico.Texas	Location.indicators.New Mexico.Baja California	Location.indicators.New Mexico.San Diego	Location.indicators.New Mexico.United States	Location.indicators.New Mexico.Mexico	Location.indicators.New Mexico.Rest of World	Location.indicators.Texas.Baja California	Location.indicators.Texas.San Diego	Location.indicators.Texas.United States	Location.indicators.Texas.Mexico	Location.indicators.Texas.Rest of World	Location.indicators.Baja California.San Diego	Location.indicators.Baja California.United States	Location.indicators.Baja California.Mexico	Location.indicators.Baja California.Rest of World	Location.indicators.San Diego.United States	Location.indicators.San Diego.Mexico	Location.indicators.San Diego.Rest of World	Location.indicators.United States.Mexico	Location.indicators.United States.Rest of World	Location.indicators.Mexico.Rest of World	Location.nonZeroRates
520500	0.8290538509387889	0.49846739865215395	0.9302709886727689	0.44109245250038026	0.37022873824448455	0.41867538164403334	0.15119125701066638	0.15320606308116907	0.48161414157532895	3.8499767906282805	0.8985815033556347	0.3828810149734521	0.6492529641341718	1.1292985567838087	0.5274906618020903	1.212805936617875	0.5889954960234705	0.09922807534647124	0.9480321144163348	0.3340595813170787	0.37604376716078214	0.6333915091296536	0.21673808813427903	1.0735091675829376	0.3597896646700132	0.4306475335070367	7.142062377680252	1.2000510094273857	2.7417413913335342	0.2551273938610751	3.2626782114751434	1.7967200533786745	0.8266684397952107	1.2098114964081714	1.0661788383751019	0.22463577574567822	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	21.0
521000	0.6087858784314583	0.6183673537736959	0.7152264288706627	0.26539245030137804	0.38490290405740674	0.6517460894087771	0.08788837370359981	0.21239589481491922	0.7218478707492442	3.1532500539343564	0.6135019891736032	0.6409723444626169	0.8658344444103577	1.125135217381496	0.5310448317088587	1.2412342178284663	0.8263139245419838	0.10969957807131918	0.45124736083371364	1.0895196841416077	0.330750894218866	0.6256183086967897	0.4539105621552841	1.282081864405566	0.7166094769209812	0.780562552068122	7.920136496663951	1.0322627194755745	3.0201533010842745	0.19174441898854022	3.9634639788075634	2.4362474704159336	0.6916428059029781	1.7301751923326245	1.0139125130917372	0.10568581185824093	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
521500	0.7375665807987026	0.9953309116548439	0.9270844226661098	0.22907565592540147	0.49185627803400955	0.38179132501345603	0.11317921389857291	0.09315657902203145	0.9609031425949417	4.595686230710757	0.8748765725588943	0.8279358856216904	0.6343828451911001	0.9781467774359186	0.5691878903720254	0.44928844690959474	1.5627434491594823	0.2589293280002183	0.6441326607292753	0.8922075966040789	0.5134337112902742	0.8220478978073009	0.19972803136979625	0.8798648636319609	1.370699946095029	0.7255963241299582	6.937017912606723	0.8495307638410363	2.7886811117073194	0.16892252117576	3.834402857106255	1.8873370628518509	0.673946113112993	1.7371542202719799	1.5939249747403128	0.14491489352594986	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
522000	0.5280329557219716	1.3512237374521747	2.5387584685732314	0.1054042519687932	0.43469745199644333	0.9302580031847647	0.06507999381046431	0.1513059699506074	0.4753799958147152	2.69642438452358	0.3669442692362172	0.8630190241409748	0.5713950109448774	1.520991120864145	0.36668398983039907	0.223813444940179	1.9413165618541504	0.5460443299353482	0.6420426664544531	1.4651347035861395	1.0503695993498898	1.0837085878840444	0.1994397358225874	1.2310427110694748	1.2670840210379521	1.4302867987146655	8.806607358560223	1.5538875147908695	3.867765537124743	0.21099038436879872	3.930656993606864	1.9668988861381755	0.35413860702838007	2.1046828267398	1.106700615916489	0.2738254828677911	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
522500	0.18898970173536833	1.2104647409429266	3.7122512162953307	0.21760017210880878	0.24451732096176676	0.5085001529620766	0.0751882488304305	0.0848424940064537	0.6215065639628402	1.2092099585683647	0.5132996052974429	0.9067688833080599	0.9778211955118001	3.9123290400163295	0.515475433938204	0.1811635401184962	0.7751092319217637	0.29471504201582366	0.45409795967409583	1.7365817042469422	0.8682563707634142	1.1938690701262358	0.17840305769735415	1.1433553700653438	1.324211746781454	0.6323041818632898	5.48375970862206	1.6514297381887797	2.8936170130360237	0.16797176160145846	3.93228808908729	2.102823168071893	0.6520081955701355	1.3621746444505578	0.6938899440081453	0.2262950531753126	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
523000	0.38522431286880227	1.890114419567426	4.558242776236219	0.293538594416557	0.5105425898581787	0.9677514577557123	0.04291432318877213	0.29410473764856354	0.6588747076557203	1.5343680466440859	0.6919152412186854	0.8849168136499058	0.9352138469255902	1.3644803858333894	0.40726931596850136	0.2488732945104367	1.6180619283394277	0.26411240617999454	0.6077377603843315	1.2230921676478466	0.6465553691221918	0.7410644638051883	0.292387741693231	1.129648832218392	2.374135903594064	0.46841360155733475	7.714342967256102	1.0705834126109808	3.7030703890659047	0.18247853793848684	4.280368250284205	2.823079917680052	0.6829338404973317	1.6248900466085607	1.0333092965297983	0.28725370967340214	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
523500	0.20793205810077692	1.6196820475159213	2.2989355064275423	0.16504027163512527	0.46020840516178224	1.058601992131357	0.08088505154882131	0.23606030184096594	0.8792673764962478	0.7308661107429723	1.0512268814611467	0.6446193403957402	0.9898163153342425	1.246782005296308	0.4590564184811035	0.27231575917693196	1.087602872156896	0.20917680219461054	0.8347230786854961	1.578240571434727	0.5010823982386031	0.5428046184520979	0.29425613505562326	1.251912407892086	3.605720647223314	0.6110516886812847	6.735033608613105	1.7373855384811532	3.548054549025898	0.2788906551183812	4.244691788493675	2.765802127633508	0.3550913612366547	1.8029998084542047	1.3467622440411744	0.552773715066632	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
524000	0.3245771733468411	2.279655539503242	2.046191523974795	0.10541038281541473	0.3731506705506998	1.3245083470712915	0.13415979632585961	0.10270123754232359	0.17594258268318683	0.4235442121539536	0.9717286254782425	1.0305683979658846	0.9547934713765294	0.6129190229037894	0.4370049077428989	0.44932079629884053	1.1965533568268256	0.23944495912046354	0.7725659591885692	3.2273517469621407	0.8377865390832604	0.43289098720608993	0.24143545702395516	1.3318380135582035	4.397971538379607	0.5776378879836437	8.144047905451162	1.8384613552335196	3.06571762650847	0.36091491458549907	4.467130329108197	2.741704050063175	0.2153393724265812	2.283006812235718	1.7377989148085764	0.6482973097893251	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
524500	0.18833796020250557	2.405634243012749	0.930445066885982	0.03811614008165587	0.5501213369881712	0.5672515449026647	0.12413819208566831	0.1442449620244341	0.20519979343710756	0.568262693801493	0.3894762582679384	0.9275390814188602	0.5696522138303017	0.2621368716167436	0.6651224474320975	0.7486157075953626	0.7548603907900172	0.46150583875464485	1.0096515609762944	3.5128215174233524	0.8665297475845176	0.37295089343510157	0.20576349310785022	1.4459881765662483	2.2528981152398644	0.7193731918799731	9.13119956479203	1.6618856408930132	4.116695818986254	0.37821171531025716	5.341528171992136	2.129708512110997	0.4835686361090294	1.9942531664199719	1.5896832089054727	0.9993920133715413	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
525000	0.15076140471102598	3.103802956947958	1.4234235122456012	0.0494003700478418	0.2532966099814989	1.126156986576056	0.1983619360456098	0.13791412422592078	0.20416046280977493	0.5353615173565482	0.46885670612305974	1.56479689632982	0.5708421443322905	0.1707855392085314	0.4517161959968597	0.3207783559402247	0.65520320856365	0.6003185117490029	0.524442050125369	1.8746423283717946	0.7126509006994675	0.3173011813017269	0.1430995766286651	1.0680665425069584	3.883872925096649	1.6821574677294548	7.1715698322926515	1.1800390347249894	2.8802674985856944	0.2118298257733082	4.020609536848791	2.227681017813716	0.461453780071419	1.8821368110613927	1.6720435780411207	1.0674455389867845	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
525500	0.0456874058818676	3.2844324100759197	2.52427932775624	0.06641174881757944	0.23454509106967192	0.8189561394847839	0.14714282642467402	0.20809132163683802	0.20110172232414233	0.3606324695373005	0.27416458711905245	0.9609565932528907	0.40869355045275024	0.2866065298761855	0.465923662862851	0.2131169488366086	0.7485386248579073	0.4120392419896279	0.5300671838116404	1.5157895589855437	1.0728460033569358	0.19276900790605664	0.1375059582175279	0.706830242320125	2.7611820886470357	0.835335401378286	6.0892923523657725	0.9556383675112762	2.9315452078065767	0.30671041836089763	3.0505394614195156	2.348691813964722	0.517613323947109	1.5559726904409639	1.140989101689169	2.5513336351101974	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
526000	0.09518717692018429	6.743858282909168	2.0244629590387486	0.04796322706400739	0.6303940012696858	0.48423891607807684	0.2131838382258454	0.46358726894675534	0.12516156980872017	0.7592688551265079	0.5384644920567638	1.1040213751062222	0.5050829412424955	0.5591493613295717	0.5054802416560429	0.10457579078535323	0.526416368454376	0.49694985378509043	0.5750038221029605	1.842254784064098	2.04726897107947	0.09832576435304577	0.28187623172121357	0.8916992729074732	2.370470397121924	0.6356093776941935	6.4961844590922455	0.9940769584254887	2.405573648440655	0.8255619592037651	4.1519985573640925	2.0298088351718047	0.2851464228118713	1.5279416330984656	0.7507096889519906	4.231688283547504	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
526500	0.15498334674513728	2.6254490304651514	2.704095362432914	0.06311327518228067	0.7842716480271797	0.4800495624191793	0.11195186261613663	1.5238482080161686	0.07998648038672065	0.9870056490412872	0.42003352730771576	0.8717625194031864	0.5945207585183352	0.16884359481750286	0.6099858476435378	0.06920151860507578	0.4802743163204822	0.3983928124807882	0.7000327174498646	1.3754407861912965	1.51689945949223	0.1181892255490436	0.23519746588402918	0.699014835048219	0.9468864369819832	0.8790901024135732	6.731800275043047	0.8929314272563772	2.822826367778108	1.8474936488011302	3.0293994730675142	2.2036037022908745	0.512080563368019	1.7775827055695654	1.056976095124894	4.1712967486166495	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	22.0
527000	0.37346497211395246	1.2625250590690706	1.2887279470996653	0.13681938370909671	0.3875323629296055	0.5053448853886691	0.1826122033154309	1.9761827073328064	0.13500503121437094	0.7318977995741293	0.6149652618186005	0.8902687692683017	0.8006675677275509	0.15428128287840998	0.9239608227206783	0.06746319139133927	0.5080147399307434	0.18364970982148762	0.6536903908685457	2.4014935718290324	2.691271354257043	0.07476400595477414	0.124611862736522	0.8056545923147911	1.2851767610936422	0.9875241496008691	6.198303682768467	1.1188169155190417	2.7195673710952817	1.6959136793271599	4.604329806960726	2.027965957547179	0.6763073061017569	2.359165790187573	1.65800481293799	3.7973475464438122	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	22.0
527500	0.908976978122089	0.6923545502710392	1.1281556508081756	0.12111061179148122	0.6487124916033654	0.6602107458470715	0.06580415838067605	2.6361018533920237	0.06427372638516131	1.0644293229150648	0.927839815684198	0.8664153052764995	0.36839803848127034	0.12373275294772729	0.7300338657567969	0.06195568301410163	0.632622081654232	0.12003083777454919	0.9824691230647259	1.0593374431694136	2.991695581771706	0.08729993975945859	0.059631136397101416	1.5608039097830406	0.8955798763629135	0.8470384483697639	7.068727994791465	2.009678045125879	3.024438868804054	2.10867200186226	4.771069617339874	2.4690605507228	0.4637419646435196	1.6949282657133258	1.2171639854627325	4.672776060137582	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	22.0
528000	0.9344013763505871	1.0906368643569617	1.1623791655027513	0.11774057800792159	0.6957594301844511	0.5761327268583759	0.10372771933495532	1.6292381647867045	0.05511882196557273	1.0323194109017242	1.0406405542805002	1.0209644855946354	0.37867791913783627	0.0897655095767441	0.7877532431680678	0.06637792814264663	0.6649666182627629	0.25050888856339887	0.9378417165228636	1.1337894049738224	2.2331095473719844	0.04813086605581301	0.057389686330008335	1.7179282544906829	0.8431206987706841	0.54925607263085	7.272497907395114	1.2121629445154438	2.926213498390814	3.036251223122673	4.947105571206124	2.30317863926352	1.182009240450502	2.087506331362979	1.6670052380399254	2.7846474474630662	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
528500	1.1463240300971824	1.2622466271489563	1.1617463642457964	0.11477098518010422	0.5138109874509837	1.0042232452204738	0.1097408531240818	3.025573710935083	0.06466639981856728	2.0581766477141743	0.9942008560357196	0.7549650789798299	0.3661543697852623	0.07287481835460366	0.6885474631342186	0.14702203194459224	1.6010011289008284	0.24185010419856884	0.5702096231235059	0.9212341837598994	2.0783284855543815	0.02165134805815122	0.05391970484772092	1.245734184060802	1.0920428946325345	0.3448260933982216	7.184480040533199	1.8858800183069622	3.033686841191649	3.800007867850633	3.7338946139369797	2.124745919465504	0.6220908207652691	2.2561078021711776	1.2262442452590945	3.2387048692083424	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	22.0
529000	1.2030528066375257	1.5171350426717514	1.4530232331350084	0.13948867791626754	0.25128457967090695	0.8430811009178578	0.0400051291294534	2.4834732094341634	0.04746458611682822	2.423929821308678	1.0513571179179944	0.4513106309160709	0.5009804727571474	0.13107731968208347	0.48819841541102327	0.13049730311447677	0.2956768400018855	0.33195416764482816	0.6158571095235935	1.7795667192659332	1.7436059086567952	0.05214110867115184	0.034789742025198654	1.6810780515542654	1.0073750913598574	0.32774973086433873	7.37621762152157	1.1050421270464204	3.1176052448347695	3.368841347928498	5.555908229639785	3.1365369954564084	0.461978825536845	1.5600930639236532	1.9816608366842088	1.1305878561941882	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
529500	1.241496654441579	1.5010351740691759	1.956024782893769	0.14218872765739551	0.4466547436030814	0.4170488577754293	0.07540951703396791	2.5575943116805657	0.053938901636888026	6.179426810594451	0.5913028017391608	1.0631290818490653	0.7113629065648905	0.1808479327478368	0.5818488391436233	0.12127378852249203	0.29705651875708494	0.30831423595415736	0.6611573025669302	1.216439837270453	2.7230891164509505	0.030698197525082436	0.04352816032673509	1.141015135118156	0.5246982640267762	0.3925899925175847	7.165591170264554	1.7379595508869279	3.612436525667217	1.5464909155795985	5.105067829173098	2.269340497891435	0.4875274586067854	1.609702120737496	1.3652477070515159	4.155633858194288	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
530000	0.8165591791778268	3.3676945295012675	0.8863285067610304	0.256093524929606	0.7693872977953834	0.8188873953587128	0.03179125105477896	1.5835052094572668	0.3164661549502916	4.354790594944221	1.108199662676979	0.9549929776276282	0.8227658228383246	0.09557603260694385	0.5707705108163884	0.6410863708083463	0.5296408385349453	0.34798452836677674	0.8463168579778833	0.4536215408175614	1.5824638693095319	0.039869301327329014	0.02336752977958235	1.8415294776659479	0.7828034974099676	1.1378523704624566	7.869334830496365	0.9744645717823384	3.3673722855902426	1.4293283939966384	4.55525444505824	2.5769262213419175	0.607356773960485	2.679600470814786	1.0338018589266984	2.6448722895411	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	22.0
530500	0.2040550062267236	2.657386499476836	0.35559112417201294	0.16524220029001918	0.9264935413693413	0.5290227668651406	0.05548177425098384	1.9500909325179971	0.21891796580145123	1.7254554820722332	0.6164595147427422	1.0315951083087123	0.6098106232556437	0.13977878652696415	0.26148510099174904	2.3171001364435444	0.42041237375483836	0.13970110291458757	0.9397965418510135	0.5448421478069178	1.7315999391000103	0.08816687057141018	0.008720626879823055	1.0385387937705637	0.873080051527535	1.5355406987452915	5.8325929598760204	1.2926380170828111	3.4626417257241138	0.7756384922648586	3.974093615142946	2.5173291474420103	0.6505146507224266	1.6520305031296738	1.4336775554742989	2.404684695516373	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
531000	0.32588248699110717	4.3302061831112235	0.35334082281695817	0.15025374250932833	0.5218775558296918	0.839478845660001	0.0399299040147569	0.8235439790854565	0.22781311627588943	1.2624640682632098	0.6503589438021499	0.7435901213030081	0.3338776962011474	0.10840172506376233	0.39168771969276506	1.5099791680199237	0.389863650295226	0.4063741090848849	0.584518395997001	0.5056458127375486	3.5120026577849472	0.3033229535788954	0.0076272902583848605	1.2290885579480841	0.24780428093171836	1.6521672976911284	6.921356146479674	0.7565606543627106	4.046631158257088	1.4305855367488602	4.469412025823573	2.1016076450344965	0.25988553263292874	1.5492524934464689	1.5712765763850995	2.4726282493580536	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
531500	0.1887277427112837	1.284611922073077	0.26562180407694247	0.13196050768122358	0.5738775109955904	0.33239584618136	0.12098050451819427	1.8110799592123537	0.13650493819944085	1.9069995647092275	0.5570947033160333	0.5648621095925856	0.5185189861507936	0.3370381865737588	0.6015976751373827	2.5935994971596648	0.5962646472879662	0.40023363718112936	0.331570761016507	0.6183607152607069	2.4675100841649886	0.8068656880649785	0.004321974163005766	1.5074481558028359	0.2770191876432101	2.323620711848907	7.638775467525214	1.1361041118422646	2.8419752908136404	1.4533507007111368	3.992828713235218	1.9105475212371719	0.1953316338501199	1.5976728679082923	0.786480253429137	1.0631732838506076	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	21.0
532000	0.24760253865519538	0.5171467573763843	0.7202264130202567	0.22832471008628424	0.42366849787036714	1.0336686112569433	0.08259322591116271	1.3699970546116866	0.18932971700602697	1.6989303181794781	0.8180486655185379	0.6339819901083222	0.7959826476791639	0.4126248442343591	0.7484340364366623	4.383622980614786	0.8117101210106968	0.44864658862458173	0.65249777606716	0.7517174625899629	1.458618461861855	0.5024673953860104	0.010053867408282414	1.120500468060424	0.2219777351176362	2.05727959038422	7.007273780831121	0.6641598344545474	3.1929189832712757	1.8121156094958657	5.504963618646273	2.368528954662464	0.25713151882711033	1.4598099089180065	0.925259312854379	0.6061484135269884	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
532500	0.7995027706567776	0.5744136396825569	1.1844331517352695	0.1896534371560907	0.4539345913272316	0.7937136767955669	0.19615152746688463	2.0249352800167246	0.2660352194653531	1.2922687175588292	1.1561901847501679	0.7372997094866152	0.7062458071933286	0.3517124093207169	0.3070818656409861	2.703793941340469	1.3047846397192773	0.16981883476283674	0.6639536904946518	0.4536383396014124	1.1311438092657211	1.5547640689068327	0.010833866611421925	1.645713623468636	0.13077053179051634	2.373161469011571	8.70556026545265	0.871022010402021	2.7267234040170814	2.287197713158509	4.78116498363941	2.163099383166661	0.24100787903485588	1.6048277850309682	1.3980561274685719	0.44831783235156075	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
533000	1.0140305645425873	1.992896383855723	0.6443254994058929	0.25817759769476384	0.3529793805301777	0.7274786174537275	0.11398895647692393	1.493732048032707	0.20446444033339287	1.2944854308341782	1.063020529178754	0.5480213474474507	0.40590264396719505	0.256285234998364	0.8303926822145222	1.296646796843669	1.078338324526538	0.3083484556429634	0.688318562866707	0.316200594177616	1.0955257062731776	1.4345660521186148	0.02120477503892893	1.198772612104752	0.3230560673748453	1.1311163574049028	6.346367603509395	1.3513499681432457	4.104080469743355	2.4303353331211084	4.339255388003212	2.7464717184601897	0.15185828162880669	1.1095606792134882	1.1424723594445796	0.7095514391657634	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0
533500	2.1280953729372167	2.0262362087318317	1.5217789822452923	0.23217668947657513	0.3421419263588707	0.5851002001531087	0.1803850602127029	2.6756051306499766	0.23297525246517348	1.274939225906838	0.608533045430651	0.7264617518351824	1.085389432184724	0.2075738691562304	0.37674116746722375	2.19012125374508	1.232821215035684	0.41699938662703295	0.5689504155569352	0.6363757618025258	0.6615804729294381	0.7568716008335111	0.0380496610537941	1.3098920362871438	0.15245422859845842	0.61430433742793	6.947205595217133	1.2892839724278344	3.5478075080886033	1.1957358109381753	5.114291023167157	2.046200213240534	0.20486604328051244	2.2958664097090415	1.0704974831588943	0.3381881310056111	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0
