state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(intro_la)	tmrca(SDSU_outbreak)	tmrca(intro_wa)	age(intro_la)	age(intro_wa)	age(SDSU_outbreak)	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
1100000	-157756.4815467426	-10364.17463602586	-147392.30691071675	2.58063305928174	2019.9041842923164	447.35695126089126	2.372577989257272	1.898415122105187	2.4195226759051134	2020.112239362341	2020.0652946756932	2020.586402229493	24.22818328002375	0.22277879768840647	5.768239324401878	0.2606839560618631	0.16932985895731467	0.17418730826667658	0.3957988767141481	0.2058515390694116	9.1E-4	9.099999999999956E-4	-147392.30691071675	0.0	-10367.694809166474
1200000	-157704.43772398296	-10367.477455493716	-147336.96026848926	2.5892857815094246	2019.8955315700887	446.0186329298403	2.3214471803239984	1.9182919224143717	2.4252141444285864	2020.1633701712742	2020.0596032071696	2020.5665254291837	26.555507625895096	0.2781386572421643	5.71480100439646	0.2617023995274378	0.175238377913643	0.17584960620063192	0.3872096163582899	0.20272223650489538	9.1E-4	9.10000000000003E-4	-147336.96026848926	0.0	-10368.177492454342
1300000	-157728.20187691425	-10358.739004710682	-147369.46287220356	2.583215699398303	2019.9016016521998	442.8770699896475	2.3346946636615433	1.9401217026175857	2.40469597566456	2020.1501226879366	2020.0801213759337	2020.5446956489807	26.483124549498694	0.29406890271219005	5.742838255073382	0.2591434837833666	0.17296390832176245	0.17817263224626742	0.38971997564860617	0.20048992127111576	9.1E-4	9.100000000000022E-4	-147369.46287220356	0.0	-10361.387915014426
1400000	-157667.79289778706	-10311.15928094976	-147356.6336168373	2.576709705156346	2019.9081076464417	440.2943506032735	2.3189747703415584	1.8868860945553	2.437961556137046	2020.1658425812566	2020.0468557954612	2020.5979312570428	24.26505051473064	0.2433555124145818	5.579802922370286	0.25530093167345314	0.1731676413906532	0.1766391779455189	0.3948922489903775	0.2107486785812455	9.1E-4	9.100000000000063E-4	-147356.6336168373	0.0	-10315.679027777098
1500000	-157706.66716271394	-10355.229732231983	-147351.43743048195	2.579124664519557	2019.9056926870785	444.41128072478864	2.336716898247587	1.9050599443942808	2.4039419691071524	2020.1481004533505	2020.080875382491	2020.579757407204	24.52477045365586	0.23009657160653316	5.713531664175121	0.2583658991287978	0.17238163564434564	0.17503595135110026	0.394216513875759	0.1990000217786091	9.1E-4	9.100000000000017E-4	-147351.43743048195	0.0	-10359.153670375472
1600000	-157723.39091956112	-10333.67933711864	-147389.71158244248	2.5707494894823126	2019.9140678621159	443.8753415020741	2.3345881508520847	1.897226989259518	2.4157982081534404	2020.150229200746	2020.0690191434446	2020.5875903623387	24.302717650363302	0.24106271355591632	5.779430788601585	0.2576521062280378	0.17248583783755975	0.17597615784299167	0.39388589809141344	0.20513661757326046	9.1E-4	9.099999999999982E-4	-147389.71158244248	0.0	-10339.365270491076
1700000	-157748.5524460727	-10339.527948689345	-147409.02449738333	2.5753855500184106	2019.9094318015798	443.0988883356544	2.340976847959869	1.8739843881176237	2.4111399811891507	2020.1438405036383	2020.073677370409	2020.6108329634806	27.618106271498586	0.3288307549462084	5.607744611026182	0.255950660207348	0.1747611125464833	0.17447354372587723	0.39481468352029425	0.19893897799825644	9.1E-4	9.100000000000004E-4	-147409.02449738333	0.0	-10344.146971736118
1800000	-157808.46500995205	-10382.945152471133	-147425.51985748092	2.580434587829509	2019.9043827637686	448.14149529961367	2.3774533383541043	1.8885642217092813	2.452254295407377	2020.107364013244	2020.0325630561908	2020.596253129889	28.79309105588373	0.3557596399838211	5.830469621549184	0.2579811446215943	0.1707881731100064	0.17570188382384316	0.39552879844455896	0.20087127499658486	9.1E-4	9.099999999999956E-4	-147425.51985748092	0.0	-10386.20704521959
1900000	-157869.86610528882	-10401.204783826257	-147468.66132146257	2.575517813729737	2019.9092995378685	450.74406194970265	2.3890081766320796	1.8936823239510299	2.4335690027174715	2020.095809174966	2020.0512483488808	2020.5911350276472	28.27836517760597	0.32236629895697394	5.855973579746685	0.26128826140791755	0.17095230438882622	0.17367714255841235	0.3940822916448466	0.203497135971957	9.1E-4	9.10000000000001E-4	-147468.66132146257	0.0	-10405.704556548018
2000000	-157771.0949477972	-10377.179973377493	-147393.9149744197	2.5848977479879607	2019.8999196036102	446.4588084062865	2.3610698603205162	1.895486612012974	2.4766603519112085	2020.1237474912778	2020.008156999687	2020.5893307395852	26.612885137462456	0.30219940340663876	5.734493079574838	0.2592858829963344	0.1731065610558573	0.17373661324430464	0.3938709427035063	0.20029769581733545	9.1E-4	9.100000000000007E-4	-147393.9149744197	0.0	-10379.309460761991
2100000	-157715.63714666953	-10346.380342696326	-147369.2568039732	2.5647296825660653	2019.920087669032	443.37796238037015	2.361385508331367	1.868373044746949	2.441975558399188	2020.1234318432669	2020.042841793199	2020.6164443068512	26.31725775665802	0.28463263764034646	5.775619871506931	0.2597091554472923	0.17024115582190524	0.1749224157572892	0.39512727297351596	0.19842496610752625	9.1E-4	9.099999999999979E-4	-147369.2568039732	0.0	-10352.822179844718
2200000	-157721.86006970349	-10372.760720529228	-147349.09934917427	2.5797138383686686	2019.9051035132295	446.7597981806251	2.361280504567593	1.878115751618168	2.4201561130058686	2020.1235368470307	2020.0646612385924	2020.60670159998	27.09667440921594	0.30147950555050634	5.71867951807109	0.2558766364806917	0.1727240144846024	0.17439395960764656	0.3970053894270621	0.19442249446322687	9.1E-4	9.100000000000048E-4	-147349.09934917427	0.0	-10376.369535085938
2300000	-157738.55823930659	-10368.96489113361	-147369.593348173	2.5715678509211926	2019.913249500677	447.67884758602014	2.365019208001667	1.869535971193868	2.433704349681811	2020.1197981435964	2020.0511130019163	2020.6152813804042	26.41603513177827	0.2755272610243014	5.673058147273156	0.2648282923389562	0.16759016896743262	0.17692891467096117	0.3906526240226527	0.20365344157437862	9.1E-4	9.100000000000003E-4	-147369.593348173	0.0	-10374.418355527217
2400000	-157897.78346301857	-10453.709303575546	-147444.07415944303	2.5879649056264884	2019.8968524459717	455.18150708338106	2.3647957417907977	1.8694022544821272	2.453809794267317	2020.1200216098073	2020.031007557331	2020.615415097116	29.436757904615064	0.37364065123311635	5.583129992428869	0.2573583856988754	0.17266593414090103	0.17531176200416723	0.39466391815605906	0.20710669807467205	9.1E-4	9.100000000000065E-4	-147444.07415944303	0.0	-10454.694000489877
2500000	-157854.7504671313	-10444.434019572616	-147410.31644755867	2.584257432372595	2019.9005599192255	453.9223500090234	2.39481874690938	1.8950139867218512	2.447739121440632	2020.0899986046888	2020.0370782301575	2020.5898033648764	29.51518967775026	0.38099116755277257	5.639432485291021	0.2598278314291068	0.17515783351795866	0.17307700442116203	0.3919373306317752	0.20044077231741148	9.1E-4	9.100000000000017E-4	-147410.31644755867	0.0	-10446.602490002038
2600000	-157843.72171408517	-10439.246737748228	-147404.47497633693	2.587148488346215	2019.897668863252	453.11767954066835	2.3650324658887696	1.8903505072542783	2.4301416879182702	2020.1197848857094	2020.05467566368	2020.594466844344	29.53172226576283	0.3879301157352355	5.70734483096308	0.25687202897253253	0.17427665212139745	0.17366560933208025	0.39518570957399257	0.21457294048092412	9.1E-4	9.100000000000042E-4	-147404.47497633693	0.0	-10440.441229247344
2700000	-157790.12056023933	-10443.221489035304	-147346.89907120404	2.5710109275582322	2019.9138064240399	453.7221754840567	2.3638010662159044	1.9338061438855583	2.414592027289048	2020.1210162853822	2020.0702253243091	2020.5510112077127	30.97073967159244	0.39019723476612045	5.677093315554799	0.25571111378916006	0.17585904295648044	0.1764310615882261	0.39199878166613616	0.20285311963328026	9.1E-4	9.10000000000002E-4	-147346.89907120404	0.0	-10448.501172091566
2800000	-157758.14282973242	-10330.67335089848	-147427.46947883393	2.5836998850897204	2019.9011174665084	442.661258560304	2.370564366374922	1.8845876404548476	2.4401703903887046	2020.1142529852232	2020.0446469612095	2020.6002297111434	27.63921300952883	0.3434053312724185	5.621227054324406	0.2586491649726613	0.1699651581093582	0.17701268263494072	0.3943729942830426	0.19078566377807815	9.1E-4	9.100000000000018E-4	-147427.46947883393	0.0	-10333.137405515206
2900000	-157703.15137544487	-10295.490963377262	-147407.6604120676	2.5714067188001444	2019.913410632798	439.34269781871416	2.394046871410875	1.8832639796977864	2.465634673566116	2020.0907704801873	2020.019182678032	2020.6015533719003	27.955181394318213	0.35705170998906227	5.69490676419006	0.2607537062864141	0.16960459131561698	0.1771520001240675	0.3924897022739044	0.2100099713426048	9.1E-4	9.100000000000004E-4	-147407.6604120676	0.0	-10300.816973121871
3000000	-157714.8710157151	-10334.223338350768	-147380.64767736432	2.591178758591916	2019.8936385930062	443.62391339819936	2.3872391885154847	1.877857583682524	2.4212941460709865	2020.0975781630827	2020.0635232055272	2020.6069597679157	26.05683773981349	0.2937238071612121	5.4792281999796835	0.25936857797350354	0.17037174295751234	0.17509367344659793	0.3951660056223892	0.20579494292993222	9.1E-4	9.100000000000014E-4	-147380.64767736432	0.0	-10334.297026044382
3100000	-157682.37428483306	-10282.638192785227	-147399.73609204782	2.580817070676756	2019.9040002809213	438.9512623619355	2.362296726582739	1.9027938252644268	2.419917789372318	2020.1225206250153	2020.064899562226	2020.5820235263338	23.243368577550683	0.21813792182934472	5.6190383355460645	0.2589378809888658	0.1686096113407747	0.17122093006492578	0.4012315776054367	0.20397559198289558	9.1E-4	9.100000000000037E-4	-147399.73609204782	0.0	-10286.197109381928
3200000	-157668.44399539725	-10306.929583622357	-147361.5144117749	2.5871651587591336	2019.8976521928391	439.8412828971268	2.3476913176858396	1.8663314238519133	2.4306964145050554	2020.1371260339124	2020.054120937093	2020.6184859277462	26.797694115852295	0.32382264233645436	5.7071080943824395	0.25944495121035616	0.170017445837213	0.17757246895288828	0.3929651339995455	0.20511621966648477	9.1E-4	9.100000000000039E-4	-147361.5144117749	0.0	-10308.298764751737
3300000	-157709.46878534975	-10396.054101991494	-147313.41468335825	2.5842519623986364	2019.9005653891995	447.1013988424384	2.410666004306635	1.8787406270237332	2.454113635964228	2020.0741513472915	2020.030703715634	2020.6060767245745	28.443665873228692	0.3454282883415053	5.7229969808623435	0.2582496346907839	0.17163010970893833	0.17629507280983503	0.39382518279044554	0.20116844266335313	9.1E-4	9.099999999999984E-4	-147313.41468335825	0.0	-10398.273676502591
3400000	-157717.01177041623	-10363.126519192281	-147353.88525122395	2.581180308527433	2019.9036370430708	445.8961570512374	2.3744360306350654	1.9585501410774566	2.414171998912014	2020.1103813209631	2020.0706453526861	2020.5262672105207	29.765451401303956	0.38833585614302385	5.7313117643436025	0.25882442985331583	0.17327296564052544	0.1729999656316686	0.3949026388744929	0.2030562974674608	9.1E-4	9.09999999999999E-4	-147353.88525122395	0.0	-10366.141473076144
3500000	-157710.9701210568	-10324.593137114289	-147386.37698394252	2.585785764431429	2019.8990315871667	440.7112259811097	2.382106192421341	1.872187122578091	2.4312062869768822	2020.1027111591768	2020.0536110646212	2020.6126302290202	27.01499998647521	0.29714745455744435	5.640635947600029	0.2549720556662369	0.16982949194535307	0.17727830238888267	0.39792014999953	0.1984053053186571	9.1E-4	9.099999999999986E-4	-147386.37698394252	0.0	-10326.461075850282
3600000	-157671.02266924962	-10352.223588157201	-147318.7990810924	2.5786620790854324	2019.9061552725127	443.91665127566415	2.3957820013220132	1.9084011449607832	2.429035149331665	2020.0890353502762	2020.0557822022665	2020.5764162066373	24.826993306798883	0.26663748852859576	5.633621637446899	0.2535506467390034	0.17133792213410245	0.17476979182150393	0.4003416393053929	0.19630228483757833	9.1E-4	9.099999999999971E-4	-147318.7990810924	0.0	-10356.241705970377
3700000	-157639.42506791506	-10336.45865079748	-147302.96641711757	2.5741871611225946	2019.9106301904756	443.36926756442125	2.38977602445963	1.899453965107893	2.4324485615296596	2020.0950413271385	2020.0523687900686	2020.5853633864904	25.264919735513754	0.2788159423100917	5.888201871733003	0.25840162793433	0.17363874556559666	0.17518356938813062	0.3927760571119454	0.1993125444734296	9.1E-4	9.100000000000005E-4	-147302.96641711757	0.0	-10341.39866405423
3800000	-157696.63468986627	-10346.924806555868	-147349.7098833104	2.5796841861823605	2019.905133165416	444.13319798925073	2.36515562772879	1.9098662616674518	2.3995350316459634	2020.1196617238693	2020.0852823199523	2020.5749510899307	25.705265558663775	0.2548463961108413	5.7750074704750265	0.2578056236974906	0.17196742179533434	0.17465449856068943	0.3955724559464884	0.19424469024158714	9.1E-4	9.099999999999969E-4	-147349.7098833104	0.0	-10350.626549395112
3900000	-157742.65394344777	-10374.730223454124	-147367.92371999365	2.586468231329757	2019.8983491202684	447.723831306707	2.368850277075784	1.894363986921223	2.4061206103403734	2020.1159670745224	2020.0786967412578	2020.590453364677	26.71665652047118	0.30456819802842744	5.553226480056662	0.25818725295119	0.17194371357544383	0.17637370296385824	0.3934953305095107	0.19993436702773437	9.1E-4	9.099999999999991E-4	-147367.92371999365	0.0	-10376.40151636216
4000000	-157734.05282789315	-10387.786920625364	-147346.26590726778	2.571631514384681	2019.9131858372134	447.25786096296144	2.355247264091681	1.9147349305118053	2.422244886798492	2020.1295700875064	2020.0625724647996	2020.5700824210865	26.982310064549914	0.3016269948657355	5.829949278783566	0.25787754305383326	0.17152816962140083	0.1753267450725289	0.39526754225223987	0.20005107584328427	9.1E-4	9.099999999999967E-4	-147346.26590726778	0.0	-10393.148359702918
4100000	-157743.36229207614	-10362.764245281725	-147380.59804679442	2.579122210918741	2019.9056951406794	447.596795382049	2.385602732828268	1.9329310392391759	2.4146513374110183	2020.0992146187698	2020.0701660141872	2020.551886312359	28.355638629256433	0.3632264761180154	5.532759419946697	0.2590984185788302	0.17482210553075828	0.1722425368579528	0.3938369390324615	0.20259101051002334	9.1E-4	9.10000000000001E-4	-147380.59804679442	0.0	-10366.450459391885
4200000	-157776.2464091738	-10327.016524361983	-147449.22988481182	2.5743327080364056	2019.9104846435619	442.34367994944444	2.391932272590884	1.8668125570998013	2.429251898602599	2020.0928850790074	2020.0555654529956	2020.6180047944983	27.98474332284854	0.35230385846834106	5.677285829200062	0.25605179976498393	0.17778006621569267	0.17564949567199697	0.3905186383473292	0.19726139976511106	9.1E-4	9.099999999999938E-4	-147449.22988481182	0.0	-10331.808801164252
4300000	-157673.21387257898	-10287.253953780035	-147385.95991879894	2.5837769153373626	2019.9010404362607	438.2906865620946	2.3790203627979007	1.8733961092559472	2.417114745039323	2020.1057969888002	2020.067702606559	2020.6114212423422	27.243831543605943	0.3400680327727464	5.749855637818644	0.2565444694664816	0.1735385329399887	0.17397261883455312	0.39594437875897937	0.19815438846963368	9.1E-4	9.100000000000005E-4	-147385.95991879894	0.0	-10289.664637108513
4400000	-157621.6245825051	-10338.625745225498	-147282.9988372796	2.5829273073917776	2019.9018900442063	442.12554348785653	2.3893890575811305	1.872521163247974	2.40838552818503	2020.095428294017	2020.076431823413	2020.6122961883502	26.710929304858723	0.28538820408379867	5.70998477755006	0.2594646832924684	0.16966242245974472	0.17660890295912382	0.39426399128866574	0.2013774190656967	9.1E-4	9.099999999999976E-4	-147282.9988372796	0.0	-10341.365986091852
4500000	-157675.67905378228	-10366.745447242325	-147308.93360653997	2.5885893405209943	2019.8962280110773	444.38576550490075	2.378000739989954	1.8827171790724433	2.4057155403180013	2020.106816611608	2020.0791018112802	2020.6021001725258	28.21161487529758	0.3098676245501134	5.5050740973751955	0.2596295418858429	0.1700785159632738	0.1726383487851092	0.39765359336577677	0.20246569780115617	9.1E-4	9.09999999999998E-4	-147308.93360653997	0.0	-10367.651915048438
4600000	-157714.29316225584	-10408.303311290694	-147305.98985096515	2.589223351458307	2019.89559400014	448.04313653491386	2.3599105652658365	1.8979781341658837	2.4219831295461214	2020.1249067863323	2020.062834222052	2020.5868392174323	28.168819471031874	0.301938926245482	5.4612803521718	0.25343981172336855	0.1740554508145741	0.17468254255823001	0.39782219490383003	0.2067948731983878	9.1E-4	9.099999999999977E-4	-147305.98985096515	0.0	-10409.000730981628
4700000	-157718.1726455336	-10333.336401336222	-147384.8362441974	2.5936989645446693	2019.8911183870534	442.6385535380234	2.3311843729622073	1.895635929275787	2.429591097895506	2020.1536329786359	2020.0552262537026	2020.5891814223223	24.883415916699697	0.2594656582991711	5.697575971443294	0.2604196174072838	0.172612834962162	0.17646259843830492	0.3905049491922519	0.2036896526452723	9.1E-4	9.100000000000021E-4	-147384.8362441974	0.0	-10332.472217762002
4800000	-157721.7760345484	-10363.64618986802	-147358.1298446804	2.582554532303869	2019.9022628192943	445.42865473019344	2.3420821961402796	1.8997924063431322	2.3975402772385026	2020.1427351554578	2020.0872770743597	2020.585024945255	27.920583545353775	0.32967594049551774	5.774107410448444	0.255273057918869	0.1710812222561157	0.1772711893892924	0.3963745304357255	0.20304654910231865	9.1E-4	9.099999999999995E-4	-147358.1298446804	0.0	-10366.386057578255
4900000	-157745.01492617087	-10339.883942784842	-147405.13098338604	2.577699712956918	2019.9071176386412	444.6673946870567	2.3442579606678233	1.885958956737394	2.428626683028422	2020.1405593909303	2020.0561906685698	2020.5988583948608	25.372700408417643	0.25945690812335787	5.529924003068308	0.26295606102555374	0.1737329020339474	0.1734478481500864	0.389863188790415	0.20647096516694152	9.1E-4	9.100000000000064E-4	-147405.13098338604	0.0	-10344.130744247583
5000000	-157716.40070720663	-10377.991217970512	-147338.40948923613	2.587622661295161	2019.897194690303	447.2432551902047	2.3365481298810544	1.9206272039572214	2.402966724578439	2020.148269221717	2020.0818506270198	2020.564190147641	26.739591460647752	0.3052890480487875	5.530682011098337	0.2599052082588508	0.1719209946537843	0.17291563209997382	0.3952581649873937	0.21048484650458402	9.1E-4	9.100000000000033E-4	-147338.40948923613	0.0	-10379.263231075618
5100000	-157726.94587489663	-10382.044168321161	-147344.90170657547	2.5914652149708446	2019.8933521366273	448.02647670376354	2.3418141575740794	1.875797150500821	2.4027583490686677	2020.143003194024	2020.0820590025296	2020.6090202010973	25.749542445983842	0.26301892429234813	5.836104382967034	0.2609430368555651	0.1720490172660719	0.17305386782547466	0.39395407805289084	0.2000049477156727	9.1E-4	9.100000000000049E-4	-147344.90170657547	0.0	-10381.972658546136
5200000	-157775.64753944392	-10409.525979656937	-147366.121559787	2.596353339811979	2019.8884640117863	451.12483339309233	2.384571442347072	1.875797150500821	2.4042880049041897	2020.100245909251	2020.080529346694	2020.6090202010973	28.74285249392858	0.3361781766916898	5.698333376495302	0.2553596500264412	0.17390455761821058	0.17301310509315454	0.3977226872621962	0.20148899519073224	9.1E-4	9.099999999999983E-4	-147366.121559787	0.0	-10407.362881706467
5300000	-157762.42220440958	-10435.496236448746	-147326.92596796082	2.59383436209407	2019.8909829895042	452.3280258520253	2.331393067084109	1.8602854036825016	2.427060036149341	2020.1534242845141	2020.0577573154487	2020.6245319479156	27.376905735537186	0.30279937020515757	5.653465479719528	0.2569738827591471	0.17003425044992732	0.17732706665755535	0.3956648001333728	0.20449039930030408	9.1E-4	9.099999999999961E-4	-147326.92596796082	0.0	-10434.449475005049
5400000	-157764.43652759056	-10424.102396067916	-147340.33413152266	2.5983473654436384	2019.8864699861545	451.1663073748805	2.3207849582769766	1.9040346728170527	2.459180959750979	2020.1640323933211	2020.0256363918472	2020.5807826787811	29.48576275874345	0.3558307618183415	5.710858525243019	0.25620335731255584	0.16930440005194677	0.17619354986947405	0.398298692766026	0.204868741186455	9.1E-4	9.099999999999963E-4	-147340.33413152266	0.0	-10421.027060322625
5500000	-157728.00048650888	-10408.701770789128	-147319.29871571975	2.5858918595521683	2019.898925492046	448.8271412605407	2.342913668419885	1.8663121256387534	2.428342318806903	2020.1419036831783	2020.0564750327912	2020.6185052259593	28.9060401527564	0.3385237147251248	5.686953621865742	0.25802779336277315	0.16997050127699967	0.17719134971881292	0.3948103556414169	0.19284942280565676	9.1E-4	9.100000000000059E-4	-147319.29871571975	0.0	-10410.42584333847
5600000	-157750.39334392775	-10387.38689910813	-147363.00644481962	2.5866802499706805	2019.8981371016275	448.48825156794334	2.3882244828865806	1.855104344352292	2.4470069117811475	2020.0965928687117	2020.0378104398171	2020.629713007246	27.235582913362844	0.3100685229986996	5.638490961143485	0.2559576589756985	0.17685633511304064	0.17378700040355632	0.39339900550770723	0.2003258996127523	9.1E-4	9.100000000000012E-4	-147363.00644481962	0.0	-10388.94110104455
5700000	-157853.16425015288	-10403.451937418382	-147449.7123127345	2.5874590092078185	2019.8973583423904	449.7491273854322	2.397910010690079	1.8905692678384232	2.4820174292450075	2020.086907340908	2020.0027999223532	2020.5942480837598	28.643444078248613	0.3437478637701837	5.856225380555541	0.2559908013224145	0.17575264698350712	0.17472193818979298	0.3935346135042882	0.20055445615570255	9.1E-4	9.100000000000008E-4	-147449.7123127345	0.0	-10404.6073375168
5800000	-157787.71671685742	-10381.79857404376	-147405.91814281367	2.589899760213092	2019.8949175913851	447.408338021215	2.3962175843492415	1.8761755057672471	2.4573809971953784	2020.088599767249	2020.0274363544029	2020.608641845831	28.249692726095525	0.31876439123152056	5.669028506765587	0.25955130974296353	0.16972239407753073	0.17614087103135104	0.3945854251481577	0.19753878308141765	9.1E-4	9.100000000000005E-4	-147405.91814281367	0.0	-10382.19989653187
5900000	-157691.92807194052	-10367.440977600007	-147324.48709434053	2.5942222145593297	2019.8905951370389	446.7200011670371	2.3611625895415105	1.868523932577015	2.454299938533802	2020.1236547620567	2020.0305174130644	2020.616293419021	24.685095668214384	0.23408582755262336	5.787862014657858	0.2577032390250846	0.17563235896026294	0.17353499379571188	0.39312940821894365	0.20020121293340734	9.1E-4	9.100000000000002E-4	-147324.48709434053	0.0	-10366.38588168195
6000000	-157764.04926377474	-10420.65640692308	-147343.39285685166	2.5888204942349673	2019.8959968573631	452.2182398537148	2.3737270869946108	1.8947133018523552	2.4707748577693054	2020.1110902646035	2020.0140424938288	2020.5901040497458	29.20810930865321	0.3349700293871824	5.7377929984104785	0.25810805735863507	0.1737752835232347	0.17410424888976886	0.3940124102283645	0.20659733826971355	9.1E-4	9.10000000000002E-4	-147343.39285685166	0.0	-10421.353866779553
6100000	-157750.2407270113	-10375.52128078457	-147374.71944622672	2.5892821691216343	2019.8955351824766	446.90090278141236	2.3705489221676666	1.9080539027638745	2.4534917332624784	2020.1142684294305	2020.0313256183356	2020.5767634488343	27.793771042826805	0.31532259523669914	5.84036338272004	0.26040654678390496	0.17409703545740374	0.17230875219216255	0.39318766556653184	0.20066292689418433	9.1E-4	9.099999999999978E-4	-147374.71944622672	0.0	-10376.111732017085
6200000	-157789.83258043826	-10379.754601189863	-147410.0779792484	2.584396587989059	2019.9004207636092	446.7286214573346	2.370997856997989	1.865720276715644	2.4588156700224646	2020.1138194946002	2020.0260016815757	2020.6190970748826	26.21788832375387	0.30700437083808496	5.918434851009249	0.25705534562916754	0.17095418358285086	0.17626782324372853	0.39572264754425607	0.1973991025487368	9.1E-4	9.099999999999957E-4	-147410.0779792484	0.0	-10382.0075489813
