# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Dec 07 22:16:44 GMT 2022 [seed=1123589008]
# -beagle_GPU -beagle_order 4 -seed 1123589008 -save_every 10000000 -save_stem 2022-11-17_exponential_fixed_discrete.xml_run9008 2022-11-17_exponential_fixed_discrete.xml
state	joint	prior	likelihood	Location.clock.rate	Location.meanRate	Current Tree	Location.rates.Baja California.Los Angeles	Location.rates.Baja California.Mexico	Location.rates.Baja California.Rest of World	Location.rates.Baja California.San Diego	Location.rates.Baja California.United States	Location.rates.Los Angeles.Mexico	Location.rates.Los Angeles.Rest of World	Location.rates.Los Angeles.San Diego	Location.rates.Los Angeles.United States	Location.rates.Mexico.Rest of World	Location.rates.Mexico.San Diego	Location.rates.Mexico.United States	Location.rates.Rest of World.San Diego	Location.rates.Rest of World.United States	Location.rates.San Diego.United States	Location.indicators.Baja California.Los Angeles	Location.indicators.Baja California.Mexico	Location.indicators.Baja California.Rest of World	Location.indicators.Baja California.San Diego	Location.indicators.Baja California.United States	Location.indicators.Los Angeles.Mexico	Location.indicators.Los Angeles.Rest of World	Location.indicators.Los Angeles.San Diego	Location.indicators.Los Angeles.United States	Location.indicators.Mexico.Rest of World	Location.indicators.Mexico.San Diego	Location.indicators.Mexico.United States	Location.indicators.Rest of World.San Diego	Location.indicators.Rest of World.United States	Location.indicators.San Diego.United States	Location.nonZeroRates	Location.branchRates	c_allTransitions[1]
17500	-4972.033953867421	-715.9506729529305	-4256.08328091449	1.6686498581911768	1.6686498581911708	328.0	0.7667670796296745	1.2939410571723204	0.17485419684350684	2.2208524232912574	0.37613621445997314	0.3894694093577884	0.4167387028821358	3.194586534334951	2.186284997824543	0.38712901372423203	0.9737904495090801	0.611740333122498	0.913533550452291	0.9110122658832294	2.7662985299904657	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1368.0
18000	-4968.430421997249	-718.1731901479949	-4250.257231849254	1.664521811036665	1.6645218110366709	1923.0	0.5070392893738321	0.8920621886692692	0.29910566666646443	1.7543673029633222	0.41170247601313315	0.37100897517223863	0.4497084315356843	2.260110745391609	1.7672218748883337	0.26944056725669024	0.8910476790965673	0.3202259804490582	0.46503629760608	0.6543697819927609	1.873908346519589	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1368.0
18500	-5023.192567141049	-703.5193151884921	-4319.673251952557	1.6830009408261268	1.6830009408261355	55.0	0.5448015059165405	0.6842842015923265	0.24488693907307163	1.4274473253742976	0.3518642151756731	0.37624087811531975	0.46965444859115774	1.8149566004480868	1.3063103995973846	0.08762233364402454	0.5874010958290001	0.3364006116368555	0.41997329574744297	0.43569942627989755	1.8092444235212755	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1398.0
19000	-4989.249467740946	-663.1113177752401	-4326.138149965705	1.5685622193452462	1.5685622193452506	1185.0	0.5746119758272357	0.9744224397037363	0.10634859544938734	1.4687502334469806	0.44666544686137477	0.22522295917665258	0.4024357209365123	2.0226302293601544	1.4136284298836923	0.0945952888874125	0.8124686362466792	0.22761181629555924	0.5061493705895344	0.5010081957360181	1.9840848159947788	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1360.0
19500	-4986.029885352068	-676.2222836327437	-4309.807601719324	1.5803797202386105	1.5803797202386063	258.0	0.7247238317204424	0.9908372919473334	0.10974969036975038	1.4524878918414132	0.6191563110568865	0.3876304708841827	0.6265743314526528	1.9130993843729116	1.5004252567864427	0.2789356245714199	0.660105142111612	0.4333423617551943	0.5379643852321171	0.7710980463532487	2.370564560327077	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1368.0
20000	-4991.342503374697	-707.0428576356613	-4284.299645739035	1.654477873819221	1.6544778738192187	627.0	0.7611709996962159	1.0376415709531885	0.16030673323331354	1.7098620187917952	0.3162952587299429	0.4397127728245873	0.4119280953325316	2.2988777486352707	1.9344199405413147	0.14022078507976424	0.7370277194443273	0.5051680067954603	0.9895350611982224	0.6859692849124545	2.00683282447396	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1402.0
20500	-5016.261806368045	-694.2545024714246	-4322.00730389662	1.6481243710105702	1.6481243710105618	549.0	0.45177090077355003	0.7645849703385369	0.12256642519773628	1.6800349486800359	0.46559299055704206	0.6406262962813595	0.4218586463106711	2.1544920181182534	1.7719337079147661	0.17986152096151978	0.6019224356532459	0.4250113722968747	0.6837683478723192	0.5843536409535416	1.8556322818397435	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1371.0
21000	-4969.15429178907	-688.5302873344062	-4280.624004454664	1.6320649999120214	1.6320649999120211	1608.0	0.3609228064448765	1.172128558789574	0.09536006777339873	1.5410410012888685	0.33435534625621705	0.4457978266868623	0.5433124160485941	2.0665769237957052	1.6343689249515947	0.13012335689626256	0.6156637607447918	0.4090454960211769	0.631866620231063	0.5985795613919993	2.132049272224197	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1391.0
21500	-4992.710590020629	-684.1925906639229	-4308.517999356706	1.6073010965217842	1.6073010965217807	431.0	0.622329147411691	0.8194554208368365	0.20496105890178914	1.485296260181193	0.3822221175893604	0.3701757066887052	0.4429128232284551	2.104632154713554	1.465693812614531	0.32700583222766383	0.6307369550743326	0.26934437726622495	0.5283706806689724	0.5898587835654612	2.0384127082350436	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1366.0
22000	-5003.377538408328	-628.0584564268538	-4375.3190819814745	1.4621535401272214	1.4621535401272236	1280.0	0.4595778799686658	0.8726356182108586	0.05741470568617871	1.512083662937566	0.6734964409398846	0.16661128223021518	0.45708401260938064	2.0464738225922257	1.4069265084325377	0.2844153715856308	0.5374380682444719	0.3750872473502558	0.5406609906377159	0.5728345919781243	1.6425498772053826	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1344.0
22500	-4972.015725414987	-691.2290243673881	-4280.786701047599	1.625343444237035	1.6253434442370478	1324.0	0.5745173185877683	0.6916156028576999	0.09702866810833079	1.6783937240825089	0.6036728248429739	0.524889995439646	0.5050687343392979	2.1612745759615826	1.5806968820565581	0.23886519265797387	0.5290379357627732	0.3932287326004363	0.7009449579770759	0.43115227323663935	2.0575176212006463	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1372.0
23000	-4985.62184397449	-680.1426690730638	-4305.479174901426	1.59381592543375	1.5938159254337434	702.0	0.6687900251838416	0.8615126897075159	0.09472339971068262	1.4228802475899724	0.19802104287739192	0.3177730453512443	0.4046502680438113	2.4240871116284386	1.6420312745191596	0.4850355172317684	0.4891631469112271	0.40554184146714994	0.6893005130963317	0.2810335183100921	2.0720188662046612	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1395.0
23500	-4973.554472222183	-676.8820054047472	-4296.672466817436	1.6043239827304823	1.6043239827304818	1960.0	0.5550474205611792	0.8158205043641201	0.13768758569347386	1.5092739237528876	0.5408118886751004	0.29503641869340436	0.26224416998387534	2.208394774710763	1.435012269640182	0.4038596435827439	0.6535667900144299	0.4642286831062426	0.5487588958222819	0.6062752726699974	1.8562604659209363	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1375.0
24000	-5026.852661610924	-677.0005086148874	-4349.852152996036	1.603750009330986	1.6037500093309829	559.0	0.6258372624604874	1.1085923873713062	0.11495689563418246	1.5764969933528792	0.38823289971989694	0.33151002507841515	0.38051330848385556	1.9988576148516184	1.7520214506558758	0.22811858616150096	0.48532302302937597	0.4903562046510972	0.5300130196470182	0.6420392248294631	2.008730314674684	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1422.0
