# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon Sep 19 17:51:44 GMT 2022 [seed=11235811932]
# -beagle_GPU -beagle_order 4 -seed 11235811932 -save_every 10000000 -save_stem 2022-09-08_exponential_fixed_discrete.xml_run11932 2022-09-08_exponential_fixed_discrete.xml
state	joint	prior	likelihood	Location.clock.rate	Location.meanRate	Current Tree	Location.rates.Baja California.Los Angeles	Location.rates.Baja California.Mexico	Location.rates.Baja California.Rest of World	Location.rates.Baja California.San Diego	Location.rates.Baja California.United States	Location.rates.Los Angeles.Mexico	Location.rates.Los Angeles.Rest of World	Location.rates.Los Angeles.San Diego	Location.rates.Los Angeles.United States	Location.rates.Mexico.Rest of World	Location.rates.Mexico.San Diego	Location.rates.Mexico.United States	Location.rates.Rest of World.San Diego	Location.rates.Rest of World.United States	Location.rates.San Diego.United States	Location.indicators.Baja California.Los Angeles	Location.indicators.Baja California.Mexico	Location.indicators.Baja California.Rest of World	Location.indicators.Baja California.San Diego	Location.indicators.Baja California.United States	Location.indicators.Los Angeles.Mexico	Location.indicators.Los Angeles.Rest of World	Location.indicators.Los Angeles.San Diego	Location.indicators.Los Angeles.United States	Location.indicators.Mexico.Rest of World	Location.indicators.Mexico.San Diego	Location.indicators.Mexico.United States	Location.indicators.Rest of World.San Diego	Location.indicators.Rest of World.United States	Location.indicators.San Diego.United States	Location.nonZeroRates	Location.branchRates	c_allTransitions[1]
411500	-4990.375577580839	-695.2376165185264	-4295.137961062313	1.488843221402214	1.4888432214022114	1050.0	1.8364925155417078	2.2371625369463253	0.32501076425785735	2.6186346684104866	1.2802137967685907	0.8215820379563465	0.7619659592543075	4.415665151530021	3.5901457189301977	0.29011337608064974	0.6285316170441599	0.9220204602576921	0.6946828950648152	1.2940096507204142	3.512055157120969	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1397.0
412000	-4994.476809168027	-696.6747308475949	-4297.802078320432	1.5085791131052333	1.5085791131052395	626.0	1.6054199498857316	1.8229057203224328	0.29642205552630685	2.374193301759172	0.7517187321253654	0.6179033243198832	0.5069809599232985	3.516908925876606	3.3465236051767837	0.253816319797441	0.7726992133796452	0.7920287029927014	0.7499459063243263	1.3275999756715426	3.3523095277761765	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1415.0
412500	-5006.113605891114	-685.5073796143524	-4320.606226276762	1.478444905548118	1.4784449055481175	639.0	1.3956688834951214	1.7877236606766747	0.2418487015351657	1.8980070740060253	0.5532319712506288	0.6240911045657266	0.7745371348850486	3.212158646543793	3.0662735423906233	0.23926250698897417	1.006341497782848	0.6366455071399403	0.6570078047736361	1.1655527167431143	3.0017403913588434	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1383.0
413000	-5065.6777263611475	-685.3722343785789	-4380.305491982568	1.4780788530703903	1.47807885307039	1099.0	0.8340263596009346	1.57966182643364	0.29610499960264924	2.357461865707665	0.8704943764890696	0.713939322389325	0.6226188879753991	3.620646007626143	3.155246738022777	0.0847723512809253	0.6803487233199768	0.7718868312302793	0.3276452100622444	1.2959662922318678	3.223058061320974	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1439.0
413500	-4993.768224324979	-687.494182658149	-4306.27404166683	1.4743139832347216	1.4743139832347225	437.0	1.0227577300313742	1.892065498500524	0.286143936298542	2.0007799201158147	0.7610019884617185	0.671166739431997	0.4652114842299621	3.577766060562996	2.9591504069510854	0.09113683230468238	0.5970599450840101	0.5474669646965963	0.6843116793415772	1.0707506897556396	2.7195280570431932	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1366.0
414000	-5032.413343438406	-655.0109672850393	-4377.402376153366	1.4062020714907781	1.4062020714907808	471.0	1.1606410172669746	2.3208920635670025	0.2817880988712498	2.2008990292678487	1.1708845714144291	0.2579166970573019	0.5148309966898331	3.5324322269255233	3.141968749215805	0.25420992787830143	0.5399320364640536	0.7477133357919881	0.8598294846137081	1.2022560897521266	3.55457804839261	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1385.0
414500	-4985.768145955931	-696.2717061437394	-4289.496439812191	1.5489218441848065	1.5489218441848014	1026.0	0.6935600071622333	1.7580566222120764	0.12209095641410954	1.8938973664643322	0.8767675268043047	0.5249587848587015	0.7577727780933476	2.862753005746985	3.0680145311181337	0.2103205147232008	0.33738101188627506	0.6055038015862046	0.6041363230008199	0.6491056280651358	2.3967426245059618	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1390.0
415000	-4959.721089464765	-643.2065715775624	-4316.514517887203	1.4335871363665689	1.4335871363665633	435.0	0.762355671626738	1.0399829177008812	0.20507303958698075	1.4655935381652394	1.0124543859851185	0.3329587857139806	0.5542335729571485	2.496275217411323	2.4688161478402426	0.2596553271650802	0.4228952567466905	0.6544438333438514	0.5383288264717935	1.0179985212495037	2.264217761325443	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1338.0
415500	-5017.98848770282	-696.0553174581153	-4321.933170244704	1.5172439527787114	1.5172439527787118	665.0	0.7965463302647996	1.5748958982210999	0.10904932105343536	2.1234116535202334	0.7642536799859547	0.7571510778733339	0.527128952135026	3.145476971277321	2.7457024400324275	0.16611007922917945	0.46924178404581085	0.5225062961467196	0.6745358316920289	0.8900165016087564	2.811440355367648	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1388.0
416000	-5000.890494313809	-694.1271665028983	-4306.763327810911	1.5041589872178862	1.5041589872178853	493.0	1.0053798023359806	1.4867287971292629	0.1957506139340871	1.999523305308265	0.5959973659756385	0.3659988247520858	0.5543769422751376	2.8101790607442223	2.3669130819239865	0.4685657568757185	0.5788077401077864	0.4552138247875706	0.7372394126592393	0.7933942631170015	2.3760522909195263	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1398.0
416500	-5000.676050201525	-691.5283956662299	-4309.147654535295	1.494751927154958	1.4947519271549554	1153.0	1.0697817379493262	2.185087778928003	0.1772725678544135	2.180393600520762	1.079404742464403	0.5982480978482574	0.6420120818345426	3.653935979799913	3.4054514701319283	0.41484416958457565	0.583548358196961	0.5995875160678793	0.4600189972830516	1.3297973302777562	3.124360825456083	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1378.0
417000	-5009.205800563639	-683.6396388529821	-4325.566161710657	1.4910972385231909	1.4910972385231973	1359.0	1.4471224561235743	1.4500823275716497	0.11212950177489349	2.2743305775217353	0.6298065081877304	0.38383294114188177	0.47102855839924135	3.334256751009279	2.970939561377414	0.24792327178086768	0.6361708893060248	0.6334406727192902	0.3582357485106959	1.2096167172188446	3.002098127777339	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1443.0
417500	-5039.665136677626	-680.0254015491404	-4359.639735128486	1.4548636979694523	1.4548636979694525	1036.0	0.8693820700215006	1.5550199566184406	0.150439006218371	2.533475827831392	1.1337188483543377	0.3970044136332041	0.395997940185212	3.07359869669525	3.7467047057359153	0.29304611118953383	0.9834694788180224	0.32058511656527244	0.659462883944627	0.9350536015984869	3.7694537163723876	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1403.0
418000	-5027.6398205696605	-706.0549321305061	-4321.584888439154	1.5251918733457905	1.5251918733457832	1140.0	0.8534790147391089	1.4265352917727934	0.19469322680978124	2.2127554567401835	0.8569774627839962	0.7111299821132306	0.7525139359927838	2.6611835758195093	2.5877925872612817	0.11951684293221528	0.511661987807592	0.5283200217173927	0.5189831479767386	0.7082850280433406	2.514989131865904	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1401.0
418500	-4982.275813751365	-688.7348769484566	-4293.540936802908	1.5006597772709198	1.5006597772709263	581.0	0.82121508835993	1.1757336019966436	0.23340646912845675	1.8305014774807946	0.6548986535961714	0.30823345403196667	0.3676719966415531	3.031061822948411	2.63582255373562	0.20140524451869962	0.6561495127795622	0.5136414085550377	0.7172633834674378	0.9815414809026487	2.4831050364838076	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1356.0
419000	-4992.0246738628575	-675.2554272537759	-4316.769246609082	1.4796541904253682	1.4796541904253746	76.0	1.1179822203798995	1.817449920062083	0.18430774465758504	1.8625682283553644	1.1058667669061018	0.4570647718521186	0.5821447345481982	3.3962987741828656	3.2116845585143894	0.3685242557608545	0.5364028798142125	0.9892216771463204	0.7822129835388665	1.3571772855171653	3.5919967008591143	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1420.0
419500	-5027.699923613206	-738.9845103202499	-4288.715413292956	1.6029047276733677	1.6029047276733677	187.0	1.243602634336473	1.0840732118852974	0.12992030641839747	1.518607330386191	0.7297090890485369	0.45455653010425223	0.8930909855405229	3.3258940737367544	2.376986636794181	0.10929176261005322	0.7094324988547219	0.855677488486669	0.5220051678641546	0.8423599506649796	2.1226086844419476	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1409.0
420000	-5002.7418017859845	-735.3935377876496	-4267.348263998335	1.5976147025097212	1.597614702509715	1304.0	1.1308082857726294	1.822128240531431	0.1447449416122736	2.099933229635191	0.9143250249003309	0.4434588256843942	0.6349568760898278	2.899200436634926	2.664300133004231	0.12597001627777402	0.31130517249624484	0.6657753468937747	0.4950045078343739	1.3106104789131048	2.9386755787663925	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1427.0
420500	-5028.6731332576455	-691.6228771177591	-4337.050256139886	1.5158838168180913	1.515883816818083	824.0	0.8888653574953127	1.4778462079155188	0.1405960638005482	1.9075212887708939	0.7196234530929161	0.4173756258342381	0.6402256292917227	2.7144031695378033	1.8105632908734133	0.21678605681477495	0.33778461323936043	0.544400007969268	0.5963981175271752	0.5303517111532018	2.607607838493196	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1404.0
421000	-4974.753689949451	-659.5935434059703	-4315.160146543481	1.4599631348752	1.4599631348751876	1027.0	0.8002612380436019	1.1976405115633788	0.14967336450005006	1.5688557557226344	0.7027412900855384	0.4296512170793825	0.604949232583828	2.0545365934341167	2.1360206650703493	0.2012041074112574	0.5150337521079743	0.33485796447591887	0.4444655296840423	0.7005286825800038	2.071702710816608	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1336.0
421500	-5006.26517066378	-708.543945778786	-4297.721224884994	1.5781182332045984	1.5781182332045993	999.0	0.7872092290350079	1.222934900651065	0.09347255839525516	1.5177090383513543	0.592240936517429	0.29301592345917915	0.4190142935526332	2.3528081062367745	1.782119377278075	0.06510752730300903	0.2995029680161437	0.31942814004719644	0.5109996828166443	0.7259809380225661	2.0339739587292076	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1447.0
422000	-4964.106317473914	-734.6947335966895	-4229.411583877224	1.621239782412218	1.6212397824122147	979.0	0.8419687437227713	1.5494595575977088	0.14834644644556577	1.8673116092806497	0.7823437215814831	0.4186255922406472	1.166460726686304	2.811126204150973	2.7277756876540544	0.12961320704490814	0.41864217141823656	0.6284599269753386	0.5226107296756801	0.9360155493019251	2.555909600524838	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1380.0
422500	-5004.792345810077	-721.0387030537751	-4283.753642756302	1.561482045464298	1.5614820454642866	357.0	1.105998248520302	1.308381786660561	0.07071391595115932	2.2282681644995113	0.7894559163949526	0.5150900045613255	0.6638898663129332	2.9288050213770274	2.7985355364878894	0.5476261984430418	0.608585293990626	0.4978459143272278	0.6643455828189093	0.9812831870364028	3.0801143753334195	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1370.0
423000	-5028.378244639788	-704.7734182701543	-4323.604826369634	1.5254995444699568	1.5254995444699615	1135.0	0.6767128572212231	1.4547544294370265	0.06372171251477744	1.8220977965234952	0.4893369823725693	0.7486184284956602	0.6719578143335684	2.9104460086197315	2.2831696387824887	0.24626072093111892	0.4416089392631528	0.5557124647027326	0.41431064366231524	0.9634441830571248	2.6370206347994665	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1405.0
423500	-5001.985429730961	-691.7411569539836	-4310.244272776978	1.5162851155320092	1.516285115532016	1319.0	1.0381496999475006	1.9870285807521304	0.12322838615601267	2.7476735884526646	1.0405386710174294	0.8445883601273834	0.44633795979370766	4.281120877918896	2.9095026746162005	0.282558688486462	0.6342272222042211	0.8642201438630117	0.7880717483805372	1.1457683901866789	3.1775138971267083	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1375.0
424000	-5008.570673091177	-714.6203606414088	-4293.950312449768	1.5814144514132034	1.5814144514132062	443.0	0.8484974638826618	1.3258023454592336	0.13866704880591857	1.5514733742114895	0.4384151414505375	0.4110026768555445	0.5441393611845252	2.5539591039787677	2.660167785151754	0.4630693535966378	0.4850600410125525	0.3904707935867239	0.8861639958892749	0.8135249631595295	2.1879138858674887	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1401.0
424500	-5004.152443133908	-704.8252659270727	-4299.327177206835	1.5165807065722863	1.5165807065722936	446.0	1.6063661159282996	2.1837637618333745	0.21775708841630792	3.0615163701489974	1.0364576948713833	0.6477528297914497	0.7739046328491164	4.53635970223334	4.460165402392138	0.2629818557641446	0.6789954891348343	1.0640316132144927	0.9073698026900534	1.5337836245699326	4.645134869775562	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1382.0
425000	-5027.503479769037	-627.5182006988059	-4399.985279070231	1.3351022204748992	1.3351022204748975	1038.0	1.4596727682189854	2.064465577037255	0.2363966399801717	2.8718916108376393	1.3502492874892658	0.6150090800289459	1.2649230615479272	4.222774443492223	5.014378147455564	0.4916622760423741	0.7289278270602424	1.2585554967688914	0.9386689685105762	1.2510226343193904	3.888618541325157	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1353.0
425500	-5046.2774068159415	-727.3714971125255	-4318.905909703416	1.5573750812615255	1.5573750812615181	1252.0	1.5269779818149056	1.868936935766192	0.21830657663573583	2.880302769015336	1.1019361929186962	0.40908816398931785	1.1797190612070196	4.178260691083711	3.834964314285222	0.18114499628307784	0.9357777685179925	0.7977156718612728	1.088057367847401	1.2950674778270876	3.4655641686640273	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1381.0
426000	-5039.443769067155	-708.9906634640124	-4330.453105603142	1.5562905158935894	1.556290515893587	462.0	0.8307576510028832	1.4100029741801998	0.10127319991374939	2.0882313393399428	0.7785456585875167	0.38770830156664493	0.5159706479810854	3.177753099480593	2.6774491047367475	0.11437505788554432	0.7419016714519141	0.6267776922962595	0.9098049618801545	0.7560731085319886	2.2646698184921163	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1430.0
426500	-4987.775158678345	-654.1725620757351	-4333.60259660261	1.4194882340451402	1.4194882340451445	264.0	0.9785854720388154	1.6308712642566243	0.09425994690002348	2.310053672475454	1.082220480152931	0.5020911603941361	0.5515456294234565	2.705210388469583	2.863020886071553	0.20588174734260606	0.37146897081333413	0.6580913773304307	1.083813818572884	0.8418531283528894	2.6476212773962398	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1353.0
427000	-5020.119722256698	-672.0465615670904	-4348.073160689608	1.4253177270659048	1.425317727065899	311.0	1.644706542925143	2.2081306180967526	0.2105660436905347	3.027324100443498	0.5510838719932648	0.586557708571835	0.7040258932664001	4.075104550712868	3.5280727929643207	0.30696331393618537	0.2767847612880768	0.9092086279061841	0.5173994238510049	1.3856394030963222	4.059961096866209	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1422.0
427500	-5021.697574498799	-701.4352993637236	-4320.2622751350755	1.5255943440907607	1.5255943440907662	617.0	0.8582679728933882	1.2831806142535347	0.12732299444092535	1.8270746338367145	0.5976590333928744	0.5676554596637863	0.4339850908716421	2.860254288564283	2.6175119195103975	0.253945615905341	0.49228310070144093	0.5093181046837891	0.5420358071665409	0.9577079137780694	2.916612756238329	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1438.0
428000	-4979.273159046294	-695.9661456856119	-4283.307013360682	1.5496273832621628	1.549627383262167	548.0	0.9560269766489262	1.3799640713493928	0.0788374985154661	2.031370772344266	0.6580218156095754	0.4288056696883278	0.6763897009741731	2.9481634673581776	2.245394527743436	0.3208703859340398	0.34382925035965073	0.6681873714138505	0.6584964720943891	1.0055182129014115	2.4727922434353804	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1370.0
428500	-5019.100676883219	-665.7210439205552	-4353.379632962664	1.4678223378071802	1.4678223378071809	1220.0	0.9101710465078403	1.5856023071241518	0.2607878614369246	2.0407519133022842	0.5985241577435824	0.15982165007686067	0.34545673787726405	2.7806470511260577	2.210952405953947	0.2824343267020914	0.4109832433365857	0.4850232508308915	0.5955115893382925	0.6411814571140304	2.1458372514541044	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1386.0
429000	-4954.118261383922	-694.815893963282	-4259.30236742064	1.5489179568409206	1.548917956840922	434.0	0.9676599996137708	1.250358718732809	0.1319139620892583	2.0434062824131733	0.629757130509124	0.5679871982747106	0.34934137181787356	2.5412362773162815	2.3782869500949975	0.2715082235716597	0.6942819524901827	0.32955317539644524	0.8269727068796382	0.9608675223711962	2.5353324649060895	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1380.0
429500	-5021.025185791499	-679.6505868659216	-4341.374598925578	1.471557016203507	1.4715570162035083	859.0	0.6438462563313142	1.1901294865873189	0.1632662608922741	1.5342012776410456	0.8474637717346476	0.6760285904909726	0.5207031584166725	2.2154926892068656	2.5051285636485363	0.17030444973929434	0.26756779993239094	0.5543760634514512	0.6188065829660095	0.6878430912404098	1.7401030578834826	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1406.0
430000	-5019.238185703121	-763.4999532155946	-4255.738232487527	1.6662968027694303	1.6662968027694236	1281.0	0.6329232590718863	1.1213801761976356	0.15623782321308477	1.0885966378076382	0.5973796900971492	0.48230832500668974	0.44909098969787137	1.772378659534896	1.9094859172313696	0.18493598591148613	0.5132779759450697	0.5590835247452021	0.34937912290404277	0.6963207113558223	1.8943390678886272	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1441.0
430500	-5022.233974126476	-662.6684102437094	-4359.565563882767	1.4437883872268653	1.4437883872268675	404.0	0.824787264866686	1.1357927280499347	0.12939629255995752	2.147835020957563	0.927609819458969	0.45913874969039986	0.4768753849216893	2.3989739807845956	2.838178802266279	0.13617041349619172	0.5668151635776484	0.7140739546266838	0.554909484300622	1.1896838184271203	2.5437389777614663	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1420.0
431000	-5022.889783790503	-673.1877271105304	-4349.702056679973	1.4510823224864957	1.4510823224864973	146.0	1.183914506259101	1.6133212163481725	0.3390673987481516	2.0054409218943396	0.9671830205357805	0.46409971368586117	0.5425728395165653	3.7374603450392025	2.986766762661213	0.0798636107782029	0.5686051298249204	0.5583773672382136	0.5907344117863667	1.1009262060149445	3.437512555796909	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1382.0
431500	-5022.608733984148	-674.7033598196958	-4347.905374164452	1.4926408718245365	1.492640871824536	549.0	0.8797063192579561	0.8190985179020626	0.348666488698341	1.7989181433914723	0.635874080915772	0.31493226282681835	0.5420220880405965	3.054297423842899	1.9492852543025798	0.1715708651465432	0.7620326146126479	0.5604596137047778	0.9011884598682443	0.6920996579200932	2.6454992253621183	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1445.0
432000	-4963.918565188651	-709.0033900941162	-4254.915175094535	1.5559807054487442	1.5559807054487498	972.0	0.6718985566324993	1.3307648997931378	0.08894454722540372	1.8259127763810565	0.6316086143077747	0.5701042453846396	0.4137892426630678	2.4158592666077374	2.006789074169931	0.17091609952141354	0.4350570762960102	0.4615275022265705	0.7871351803484998	0.46964363196473696	2.23212868692098	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1445.0
432500	-5028.259223230284	-722.2556790668758	-4306.003544163408	1.5837454495806924	1.5837454495806873	379.0	0.9424848042804587	1.4853672625991765	0.3187503044702151	2.4461432889611547	0.4897623555672183	0.41096486699684653	0.5080249444466167	2.9139729088183017	3.0822390926240923	0.18785462106651835	0.9678870311188901	0.6768891305373667	0.7540348790994144	1.081768352510846	2.4301036210433815	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1448.0
433000	-4986.823557212363	-699.7854387392464	-4287.038118473117	1.496786317572402	1.4967863175723963	418.0	1.480722683143592	1.9900939169949186	0.17413305873249646	2.595759952492258	0.6881382706075908	0.4344064843488826	0.7763896803849805	3.8323806311441575	3.646872679654421	0.26991514744284384	0.9549974613368222	1.356347887669837	0.9185602440570324	1.1201584212337525	3.388344156259007	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1379.0
433500	-4990.67973716775	-695.2960713391119	-4295.383665828638	1.5005720403802394	1.5005720403802283	982.0	1.2576010955521608	2.1086297031999037	0.3380353130370065	2.0196783465545214	0.9779149031159489	0.6889724845863988	0.9947418225026753	3.2431676103667573	3.6478886629008116	0.14966789406349007	0.6887576802516784	1.1102350677882273	0.5476900398839388	1.337580809559634	3.081020199513247	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	0.0	1402.0
434000	-5002.777782441305	-675.1107380096983	-4327.667044431607	1.4730615224760646	1.47306152247607	688.0	0.6000026486213051	1.2260471994519726	0.17140177239246948	1.6153287199824595	0.8678323972441161	0.5700096909025388	0.40266238319531766	2.2436051157535326	2.559461100770718	0.17249967156283172	0.3731199466005286	0.5903816348382377	0.4303144105475756	0.9164255422114095	2.209589637582951	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1390.0
434500	-5015.623766031666	-718.6118079643846	-4297.011958067281	1.5626735186123728	1.5626735186123821	621.0	0.8545775003811532	1.2800744600899852	0.2286188069341994	1.7503687347417927	0.5604470304689874	0.4109851282490681	0.19739761302674053	2.786302041410607	2.51199304582669	0.15888255141926996	0.5923054298687181	0.6583811212710481	0.6559295890659923	0.9775611644033163	2.3079877531755812	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1408.0
435000	-5008.156048783856	-704.6221021334136	-4303.533946650442	1.5415538405150744	1.5415538405150837	1284.0	1.0730158462297739	1.700024725635351	0.10154927212995701	2.157268508721321	0.7092609086175966	0.47663162043596236	0.5132130299398496	2.6745209478493157	3.064801866137665	0.29463281838495536	0.32420070358681313	0.46405873218000854	0.7943089475853543	0.8411267237756137	2.712664050634723	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1410.0
435500	-5014.473163684836	-686.9348195201522	-4327.5383441646845	1.45735154362419	1.457351543624192	67.0	1.6274589109659623	1.6993436043501726	0.24876228055243665	1.9933144602996349	0.9449113411234074	0.46250648759042295	0.6940672843185557	3.539172920107933	2.927743112323168	0.20717212749935063	0.7304100360690164	0.6281351608105701	0.5803292341114206	1.391597000247232	3.3928153847731615	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1389.0
436000	-4989.531697579887	-624.346834191783	-4365.184863388104	1.3583690343887767	1.3583690343887735	622.0	1.0990222702870471	1.6018037903195885	0.10407041885563882	1.4567911025415416	0.6444675568670348	0.5687197681435118	0.47227623138775365	2.832293991951497	2.1885869811075627	0.23610063692948252	0.43244137804702804	0.44962984495007946	0.381276061158752	1.1254092354244587	2.292969377244935	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1382.0
436500	-4953.604702220641	-669.7123805843897	-4283.892321636252	1.4812189577951982	1.481218957795197	980.0	0.5788598227845345	1.098328181141135	0.10790462531666818	1.131515394658528	0.42482548325015346	0.20115556484730113	0.4014686438544265	1.5369976689506186	1.9309828014932986	0.19312907186966807	0.2761058704932943	0.49523408929361584	0.39327400994273237	0.6648120688704869	1.8863592096503325	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	0.0	1402.0
